,surveyyear,age_dv,marstat2,religion_dv,RespSex,wimd_2014_quintile,workstat2,Q6_1
950,4,3.0,1.0,3.0,1,1.0,,
951,4,7.0,2.0,2.0,2,2.0,,
952,4,3.0,1.0,1.0,2,3.0,,
953,4,3.0,1.0,1.0,1,2.0,,
954,4,6.0,1.0,1.0,2,4.0,,
955,4,7.0,2.0,1.0,1,1.0,,
956,4,6.0,2.0,1.0,2,4.0,,
957,4,1.0,2.0,3.0,1,2.0,,
958,4,4.0,1.0,1.0,1,5.0,,
959,4,5.0,1.0,1.0,2,3.0,,
960,4,5.0,1.0,1.0,2,5.0,,
961,4,2.0,2.0,3.0,2,2.0,,
962,4,6.0,1.0,1.0,2,5.0,,
963,4,2.0,1.0,1.0,1,4.0,,
964,4,2.0,1.0,3.0,1,2.0,,
965,4,6.0,1.0,1.0,2,5.0,,
966,4,4.0,1.0,1.0,2,4.0,,
967,4,1.0,2.0,2.0,2,5.0,,
968,4,1.0,2.0,3.0,2,1.0,,
969,4,4.0,2.0,3.0,2,2.0,,
970,4,4.0,2.0,2.0,2,5.0,,
971,4,2.0,1.0,,1,1.0,,
972,4,7.0,1.0,1.0,1,4.0,,
973,4,3.0,2.0,1.0,2,2.0,,
974,4,3.0,1.0,3.0,1,4.0,,
975,4,2.0,1.0,3.0,1,4.0,,
976,4,2.0,1.0,3.0,2,1.0,,
977,4,5.0,1.0,1.0,2,4.0,,
978,4,2.0,1.0,3.0,2,2.0,,
979,4,6.0,2.0,1.0,1,5.0,,
980,4,4.0,1.0,3.0,2,5.0,,
981,4,6.0,2.0,1.0,1,5.0,,
982,4,3.0,2.0,1.0,2,2.0,,
983,4,4.0,1.0,2.0,2,4.0,,
984,4,4.0,2.0,3.0,2,2.0,,
985,4,4.0,1.0,3.0,2,4.0,,
986,4,7.0,2.0,1.0,2,3.0,,
987,4,1.0,2.0,3.0,2,4.0,,
988,4,3.0,2.0,3.0,1,4.0,,
989,4,4.0,1.0,2.0,2,4.0,,
990,4,6.0,2.0,1.0,2,4.0,,
991,4,4.0,2.0,1.0,1,5.0,,
992,4,6.0,1.0,3.0,2,1.0,,
993,4,7.0,1.0,1.0,2,4.0,,
994,4,2.0,2.0,3.0,1,4.0,,
995,4,5.0,2.0,3.0,1,3.0,,
996,4,4.0,1.0,1.0,2,5.0,,
997,4,5.0,1.0,3.0,1,2.0,,
998,4,1.0,2.0,1.0,1,2.0,,
999,4,6.0,2.0,1.0,1,3.0,,
1000,4,2.0,1.0,3.0,1,4.0,,
1001,4,2.0,1.0,3.0,2,1.0,,
1002,4,5.0,1.0,1.0,2,3.0,,
1003,4,2.0,1.0,1.0,2,4.0,,
1004,4,5.0,1.0,1.0,1,5.0,,
1005,4,4.0,1.0,1.0,2,4.0,,
1006,4,2.0,1.0,3.0,1,3.0,,
1007,4,7.0,1.0,1.0,1,3.0,,
1008,4,4.0,2.0,3.0,2,1.0,,
1009,4,5.0,1.0,1.0,2,5.0,,
1010,4,6.0,2.0,3.0,2,3.0,,
1011,4,6.0,1.0,1.0,2,5.0,,
1012,4,7.0,2.0,3.0,2,5.0,,
1013,4,7.0,1.0,1.0,2,4.0,,
1014,4,4.0,2.0,1.0,1,5.0,,
1015,4,6.0,1.0,1.0,1,2.0,,
1016,4,3.0,2.0,3.0,2,1.0,,
1017,4,4.0,2.0,1.0,2,1.0,,
1018,4,6.0,2.0,3.0,1,4.0,,
1019,4,6.0,1.0,3.0,2,4.0,,
1020,4,7.0,2.0,1.0,2,1.0,,
1021,4,5.0,2.0,1.0,2,5.0,,
1022,4,3.0,1.0,3.0,2,1.0,,
1023,4,1.0,2.0,3.0,2,3.0,,
1024,4,2.0,2.0,1.0,1,1.0,,
1025,4,4.0,2.0,3.0,1,4.0,,
1026,4,4.0,2.0,3.0,1,3.0,,
1027,4,6.0,1.0,1.0,1,4.0,,
1028,4,5.0,1.0,1.0,2,5.0,,
1029,4,1.0,2.0,1.0,1,1.0,,
1030,4,3.0,1.0,3.0,2,4.0,,
1031,4,4.0,1.0,1.0,1,3.0,,
1032,4,7.0,2.0,1.0,1,1.0,,
1033,4,3.0,2.0,3.0,1,5.0,,
1034,4,5.0,2.0,1.0,2,3.0,,
1035,4,6.0,1.0,3.0,1,5.0,,
1036,4,4.0,1.0,3.0,2,3.0,,
1037,4,5.0,2.0,1.0,2,4.0,,
1038,4,2.0,1.0,1.0,1,3.0,,
1039,4,6.0,2.0,1.0,2,4.0,,
1040,4,3.0,1.0,3.0,2,4.0,,
1041,4,3.0,1.0,1.0,1,5.0,,
1042,4,5.0,2.0,3.0,1,1.0,,
1043,4,1.0,2.0,2.0,2,4.0,,
1044,4,2.0,1.0,2.0,1,3.0,,
1045,4,4.0,2.0,3.0,1,3.0,,
1046,4,6.0,1.0,3.0,2,2.0,,
1047,4,2.0,1.0,2.0,2,5.0,,
1048,4,7.0,2.0,1.0,2,2.0,,
1049,4,3.0,2.0,1.0,2,5.0,,
1050,4,2.0,1.0,3.0,2,3.0,,
1051,4,5.0,1.0,1.0,2,4.0,,
1052,4,1.0,1.0,3.0,2,2.0,,
1053,4,2.0,1.0,2.0,2,3.0,,
1054,4,4.0,1.0,3.0,2,4.0,,
1055,4,6.0,2.0,1.0,2,3.0,,
1056,4,5.0,2.0,1.0,1,2.0,,
1057,4,2.0,1.0,3.0,1,4.0,,
1058,4,4.0,2.0,3.0,1,2.0,,
1059,4,3.0,1.0,3.0,2,4.0,,
1060,4,6.0,2.0,1.0,2,4.0,,
1061,4,3.0,1.0,3.0,2,3.0,,
1062,4,4.0,2.0,1.0,2,2.0,,
1063,4,4.0,2.0,3.0,2,1.0,,
1064,4,5.0,2.0,1.0,2,5.0,,
1065,4,6.0,2.0,1.0,2,2.0,,
1066,4,5.0,2.0,1.0,2,3.0,,
1067,4,5.0,2.0,1.0,2,4.0,,
1068,4,5.0,2.0,3.0,2,1.0,,
1069,4,5.0,1.0,3.0,1,4.0,,
1070,4,2.0,1.0,3.0,2,2.0,,
1071,4,4.0,2.0,1.0,2,4.0,,
1072,4,6.0,1.0,3.0,2,5.0,,
1073,4,2.0,2.0,1.0,1,2.0,,
1074,4,2.0,1.0,1.0,1,4.0,,
1075,4,5.0,1.0,1.0,1,5.0,,
1076,4,5.0,1.0,1.0,2,4.0,,
1077,4,2.0,1.0,3.0,2,5.0,,
1078,4,1.0,2.0,3.0,2,2.0,,
1079,4,5.0,2.0,1.0,1,4.0,,
1080,4,6.0,1.0,1.0,2,4.0,,
1081,4,7.0,1.0,1.0,2,3.0,,
1082,4,6.0,2.0,2.0,1,2.0,,
1083,4,4.0,1.0,3.0,1,4.0,,
1084,4,2.0,1.0,2.0,1,2.0,,
1085,4,4.0,2.0,3.0,1,3.0,,
1086,4,1.0,2.0,3.0,1,1.0,,
1087,4,3.0,1.0,3.0,1,5.0,,
1088,4,4.0,2.0,1.0,2,3.0,,
1089,4,5.0,2.0,3.0,1,3.0,,
1090,4,7.0,1.0,1.0,1,4.0,,
1091,4,4.0,1.0,3.0,2,4.0,,
1092,4,5.0,1.0,1.0,1,3.0,,
1093,4,7.0,2.0,1.0,2,5.0,,
1094,4,5.0,1.0,3.0,1,4.0,,
1095,4,3.0,2.0,3.0,2,3.0,,
1096,4,4.0,2.0,3.0,1,1.0,,
1097,4,4.0,2.0,3.0,2,2.0,,
1098,4,4.0,1.0,3.0,2,3.0,,
1099,4,5.0,1.0,1.0,2,4.0,,
1100,4,6.0,1.0,1.0,2,4.0,,
1101,4,3.0,2.0,,1,2.0,,
1102,4,4.0,2.0,1.0,1,2.0,,
1103,4,3.0,2.0,2.0,2,2.0,,
1104,4,6.0,2.0,1.0,2,5.0,,
1105,4,6.0,2.0,1.0,2,4.0,,
1106,4,3.0,1.0,3.0,1,4.0,,
1107,4,7.0,2.0,1.0,2,2.0,,
1108,4,3.0,1.0,3.0,1,3.0,,
1109,4,4.0,2.0,3.0,2,1.0,,
1110,4,6.0,1.0,1.0,1,4.0,,
1111,4,1.0,2.0,3.0,2,1.0,,
1112,4,6.0,2.0,1.0,1,1.0,,
1113,4,5.0,2.0,1.0,2,4.0,,
1114,4,5.0,2.0,1.0,1,4.0,,
1115,4,2.0,1.0,3.0,2,4.0,,
1116,4,4.0,1.0,1.0,2,3.0,,
1117,4,4.0,1.0,3.0,1,4.0,,
1118,4,7.0,1.0,1.0,2,4.0,,
1119,4,1.0,1.0,3.0,2,4.0,,
1120,4,2.0,1.0,3.0,1,2.0,,
1121,4,7.0,2.0,1.0,2,5.0,,
1122,4,7.0,2.0,1.0,2,4.0,,
1123,4,4.0,2.0,1.0,2,5.0,,
1124,4,2.0,1.0,3.0,2,4.0,,
1125,4,5.0,1.0,1.0,2,2.0,,
1126,4,5.0,2.0,3.0,2,4.0,,
1127,4,6.0,1.0,3.0,1,4.0,,
1128,4,5.0,2.0,1.0,2,4.0,,
1129,4,4.0,1.0,1.0,2,4.0,,
1130,4,7.0,2.0,1.0,1,3.0,,
1131,4,4.0,1.0,1.0,2,5.0,,
1132,4,1.0,1.0,1.0,2,3.0,,
1133,4,1.0,1.0,3.0,2,3.0,,
1134,4,2.0,1.0,1.0,2,3.0,,
1135,4,1.0,1.0,,2,4.0,,
1136,4,3.0,2.0,1.0,1,4.0,,
1137,4,4.0,2.0,3.0,2,3.0,,
1138,4,6.0,1.0,3.0,2,3.0,,
1139,4,7.0,2.0,1.0,2,5.0,,
1140,4,2.0,2.0,1.0,2,2.0,,
1141,4,2.0,2.0,3.0,2,1.0,,
1142,4,3.0,2.0,3.0,1,4.0,,
1143,4,5.0,1.0,1.0,2,4.0,,
1144,4,5.0,2.0,3.0,1,2.0,,
1145,4,6.0,1.0,3.0,2,1.0,,
1146,4,5.0,1.0,1.0,2,5.0,,
1147,4,3.0,2.0,1.0,2,1.0,,
1148,4,4.0,1.0,1.0,2,4.0,,
1149,4,3.0,1.0,3.0,1,4.0,,
1150,4,1.0,1.0,3.0,2,3.0,,
1151,4,6.0,1.0,1.0,1,3.0,,
1152,4,3.0,1.0,3.0,2,5.0,,
1153,4,3.0,1.0,1.0,2,4.0,,
1154,4,6.0,1.0,1.0,2,5.0,,
1155,4,2.0,1.0,1.0,2,1.0,,
1156,4,7.0,1.0,1.0,1,4.0,,
1157,4,3.0,1.0,3.0,1,5.0,,
1158,4,6.0,1.0,1.0,1,4.0,,
1159,4,2.0,1.0,1.0,1,3.0,,
1160,4,1.0,2.0,3.0,2,3.0,,
1161,4,4.0,2.0,3.0,2,2.0,,
1162,4,5.0,1.0,1.0,2,1.0,,
1163,4,4.0,2.0,3.0,2,2.0,,
1164,4,2.0,1.0,3.0,2,3.0,,
1165,4,7.0,2.0,1.0,2,1.0,,
1166,4,3.0,2.0,3.0,2,1.0,,
1167,4,5.0,2.0,1.0,1,1.0,,
1168,4,6.0,1.0,1.0,1,3.0,,
1169,4,7.0,1.0,3.0,1,4.0,,
1170,4,5.0,1.0,1.0,1,2.0,,
1171,4,4.0,1.0,3.0,2,3.0,,
1172,4,4.0,1.0,3.0,2,4.0,,
1173,4,6.0,1.0,1.0,2,5.0,,
1174,4,5.0,2.0,1.0,2,5.0,,
1175,4,7.0,2.0,1.0,2,4.0,,
1176,4,6.0,1.0,1.0,1,1.0,,
1177,4,2.0,2.0,1.0,2,4.0,,
1178,4,1.0,2.0,3.0,2,1.0,,
1179,4,2.0,1.0,3.0,1,5.0,,
1180,4,5.0,2.0,1.0,1,3.0,,
1181,4,4.0,2.0,1.0,1,2.0,,
1182,4,2.0,2.0,3.0,2,2.0,,
1183,4,7.0,2.0,3.0,2,2.0,,
1184,4,3.0,2.0,1.0,2,3.0,,
1185,4,5.0,1.0,1.0,2,5.0,,
1186,4,3.0,1.0,1.0,1,1.0,,
1187,4,5.0,1.0,3.0,1,4.0,,
1188,4,5.0,1.0,1.0,2,4.0,,
1189,4,7.0,2.0,1.0,1,3.0,,
1190,4,2.0,1.0,3.0,2,2.0,,
1191,4,1.0,1.0,3.0,2,1.0,,
1192,4,5.0,1.0,3.0,1,3.0,,
1193,4,7.0,1.0,3.0,1,4.0,,
1194,4,4.0,1.0,3.0,2,3.0,,
1195,4,7.0,1.0,1.0,2,4.0,,
1196,4,5.0,1.0,3.0,1,3.0,,
1197,4,5.0,1.0,1.0,1,2.0,,
1198,4,7.0,2.0,2.0,1,2.0,,
1199,4,2.0,1.0,1.0,2,2.0,,
1200,4,6.0,1.0,3.0,2,4.0,,
1201,4,6.0,2.0,1.0,2,1.0,,
1202,4,6.0,2.0,1.0,2,4.0,,
1203,4,7.0,2.0,3.0,2,3.0,,
1204,4,5.0,1.0,1.0,2,5.0,,
1205,4,7.0,2.0,1.0,2,5.0,,
1206,4,5.0,2.0,1.0,2,3.0,,
1207,4,7.0,2.0,1.0,2,3.0,,
1208,4,2.0,2.0,1.0,2,1.0,,
1209,4,4.0,2.0,1.0,1,2.0,,
1210,4,6.0,1.0,1.0,1,5.0,,
1211,4,7.0,2.0,1.0,1,4.0,,
1212,4,6.0,2.0,1.0,2,3.0,,
1213,4,1.0,2.0,3.0,2,1.0,,
1214,4,7.0,2.0,1.0,2,2.0,,
1215,4,7.0,2.0,3.0,2,3.0,,
1216,4,1.0,1.0,1.0,2,4.0,,
1217,5,2.0,2.0,3.0,2,1.0,3.0,3.0
1218,5,5.0,2.0,3.0,1,2.0,3.0,3.0
1219,5,2.0,2.0,3.0,2,2.0,1.0,1.0
1220,5,7.0,2.0,1.0,2,5.0,2.0,2.0
1221,5,2.0,2.0,1.0,2,5.0,3.0,2.0
1222,5,6.0,2.0,1.0,2,1.0,2.0,4.0
1223,5,3.0,1.0,3.0,2,2.0,1.0,2.0
1224,5,6.0,1.0,1.0,2,1.0,2.0,2.0
1225,5,7.0,1.0,1.0,1,5.0,2.0,2.0
1226,5,7.0,2.0,1.0,1,3.0,2.0,4.0
1227,5,7.0,2.0,1.0,2,5.0,2.0,2.0
1228,5,2.0,1.0,1.0,2,1.0,1.0,1.0
1229,5,7.0,2.0,3.0,1,2.0,2.0,5.0
1230,5,4.0,2.0,1.0,1,2.0,3.0,2.0
1231,5,7.0,1.0,1.0,2,5.0,2.0,2.0
1232,5,5.0,2.0,1.0,1,3.0,1.0,1.0
1233,5,7.0,2.0,1.0,2,1.0,2.0,3.0
1234,5,7.0,1.0,1.0,1,3.0,2.0,1.0
1235,5,6.0,2.0,1.0,1,1.0,2.0,3.0
1236,5,5.0,1.0,3.0,2,2.0,1.0,2.0
1237,5,7.0,2.0,1.0,2,5.0,2.0,2.0
1238,5,5.0,1.0,3.0,2,3.0,1.0,4.0
1239,5,7.0,1.0,1.0,2,3.0,2.0,2.0
1240,5,3.0,1.0,3.0,2,2.0,3.0,2.0
1241,5,2.0,1.0,3.0,2,1.0,3.0,3.0
1242,5,6.0,2.0,3.0,1,3.0,2.0,1.0
1243,5,6.0,1.0,3.0,1,4.0,1.0,2.0
1244,5,7.0,2.0,3.0,2,4.0,2.0,3.0
1245,5,5.0,2.0,1.0,2,3.0,3.0,3.0
1246,5,5.0,2.0,1.0,2,5.0,1.0,2.0
1247,5,1.0,2.0,3.0,2,2.0,3.0,2.0
1248,5,7.0,1.0,1.0,2,4.0,2.0,2.0
1249,5,5.0,2.0,1.0,2,5.0,3.0,1.0
1250,5,4.0,2.0,3.0,1,4.0,1.0,2.0
1251,5,4.0,1.0,1.0,2,2.0,1.0,1.0
1252,5,6.0,2.0,2.0,2,4.0,2.0,3.0
1253,5,4.0,2.0,3.0,2,2.0,1.0,1.0
1254,5,3.0,1.0,1.0,1,4.0,1.0,1.0
1255,5,4.0,2.0,1.0,2,1.0,3.0,3.0
1256,5,6.0,1.0,1.0,1,3.0,2.0,2.0
1257,5,6.0,1.0,1.0,2,3.0,2.0,1.0
1258,5,4.0,1.0,1.0,2,1.0,1.0,2.0
1259,5,6.0,1.0,1.0,2,1.0,2.0,2.0
1260,5,6.0,1.0,1.0,2,5.0,3.0,2.0
1261,5,3.0,1.0,1.0,2,5.0,1.0,2.0
1262,5,7.0,2.0,3.0,1,4.0,2.0,3.0
1263,5,4.0,1.0,3.0,2,2.0,3.0,5.0
1264,5,2.0,1.0,3.0,2,2.0,1.0,2.0
1265,5,6.0,1.0,1.0,2,5.0,2.0,2.0
1266,5,2.0,2.0,3.0,1,1.0,3.0,2.0
1267,5,3.0,1.0,1.0,2,1.0,1.0,2.0
1268,5,4.0,1.0,1.0,2,4.0,1.0,2.0
1269,5,7.0,2.0,3.0,1,3.0,2.0,3.0
1270,5,6.0,1.0,1.0,1,1.0,2.0,3.0
1271,5,6.0,2.0,1.0,2,5.0,2.0,2.0
1272,5,5.0,1.0,3.0,2,5.0,2.0,2.0
1273,5,7.0,1.0,1.0,2,2.0,2.0,3.0
1274,5,7.0,2.0,1.0,2,4.0,2.0,4.0
1275,5,3.0,1.0,1.0,2,4.0,1.0,2.0
1276,5,7.0,1.0,1.0,1,2.0,1.0,1.0
1277,5,3.0,1.0,1.0,2,1.0,3.0,3.0
1278,5,5.0,,3.0,2,2.0,2.0,2.0
1279,5,6.0,1.0,1.0,1,5.0,2.0,2.0
1280,5,3.0,1.0,3.0,2,4.0,1.0,2.0
1281,5,2.0,2.0,3.0,1,5.0,1.0,1.0
1282,5,5.0,1.0,1.0,1,3.0,2.0,3.0
1283,5,3.0,2.0,3.0,1,2.0,3.0,3.0
1284,5,5.0,2.0,3.0,1,3.0,1.0,3.0
1285,5,5.0,1.0,1.0,1,5.0,2.0,2.0
1286,5,4.0,2.0,1.0,1,5.0,1.0,1.0
1287,5,5.0,2.0,1.0,2,2.0,1.0,1.0
1288,5,6.0,2.0,3.0,1,3.0,2.0,2.0
1289,5,7.0,2.0,1.0,2,3.0,2.0,3.0
1290,5,6.0,1.0,1.0,2,3.0,2.0,2.0
1291,5,4.0,1.0,2.0,2,3.0,3.0,1.0
1292,5,6.0,1.0,3.0,2,5.0,2.0,2.0
1293,5,6.0,2.0,3.0,1,1.0,2.0,2.0
1294,5,3.0,1.0,3.0,2,4.0,3.0,4.0
1295,5,6.0,1.0,1.0,2,4.0,2.0,3.0
1296,5,5.0,1.0,1.0,2,4.0,1.0,4.0
1297,5,5.0,1.0,3.0,2,5.0,1.0,2.0
1298,5,7.0,2.0,1.0,2,1.0,2.0,2.0
1299,5,3.0,1.0,1.0,1,2.0,1.0,2.0
1300,5,7.0,2.0,1.0,2,5.0,2.0,3.0
1301,5,6.0,1.0,1.0,2,4.0,2.0,2.0
1302,5,4.0,1.0,3.0,2,1.0,3.0,4.0
1303,5,2.0,1.0,1.0,2,1.0,1.0,1.0
1304,5,2.0,2.0,1.0,2,2.0,1.0,3.0
1305,5,5.0,2.0,1.0,2,5.0,3.0,2.0
1306,5,2.0,2.0,3.0,2,3.0,1.0,1.0
1307,5,6.0,1.0,1.0,2,4.0,2.0,3.0
1308,5,7.0,1.0,3.0,1,4.0,2.0,2.0
1309,5,2.0,2.0,3.0,2,1.0,1.0,1.0
1310,5,3.0,1.0,2.0,2,1.0,1.0,2.0
1311,5,2.0,2.0,3.0,2,5.0,1.0,1.0
1312,5,6.0,2.0,1.0,1,3.0,2.0,2.0
1313,5,7.0,1.0,1.0,2,4.0,3.0,2.0
1314,5,4.0,2.0,3.0,1,4.0,3.0,1.0
1315,5,7.0,2.0,1.0,2,1.0,2.0,2.0
1316,5,7.0,2.0,1.0,2,5.0,2.0,1.0
1317,5,5.0,1.0,3.0,2,3.0,3.0,4.0
1318,5,2.0,1.0,1.0,1,2.0,3.0,1.0
1319,5,6.0,1.0,1.0,1,2.0,2.0,2.0
1320,5,6.0,2.0,1.0,2,5.0,2.0,3.0
1321,5,6.0,1.0,1.0,2,4.0,1.0,1.0
1322,5,3.0,1.0,3.0,2,4.0,1.0,3.0
1323,5,3.0,1.0,3.0,2,5.0,1.0,3.0
1324,5,3.0,2.0,3.0,2,3.0,3.0,2.0
1325,5,1.0,2.0,1.0,1,1.0,3.0,2.0
1326,5,4.0,2.0,3.0,1,2.0,3.0,2.0
1327,5,5.0,1.0,3.0,1,4.0,1.0,1.0
1328,5,4.0,1.0,2.0,2,1.0,3.0,4.0
1329,5,2.0,1.0,3.0,2,5.0,1.0,2.0
1330,5,4.0,1.0,3.0,1,1.0,1.0,1.0
1331,5,3.0,2.0,3.0,2,2.0,1.0,2.0
1332,5,4.0,1.0,3.0,2,5.0,3.0,1.0
1333,5,5.0,1.0,3.0,2,4.0,1.0,2.0
1334,5,4.0,2.0,3.0,2,4.0,2.0,1.0
1335,5,2.0,1.0,3.0,2,4.0,1.0,3.0
1336,5,6.0,2.0,1.0,2,2.0,2.0,3.0
1337,5,7.0,2.0,3.0,2,4.0,2.0,3.0
1338,5,6.0,2.0,1.0,2,3.0,2.0,3.0
1339,5,4.0,1.0,3.0,2,5.0,1.0,2.0
1340,5,6.0,1.0,1.0,1,5.0,2.0,2.0
1341,5,4.0,1.0,3.0,2,2.0,1.0,2.0
1342,5,6.0,1.0,1.0,2,5.0,2.0,1.0
1343,5,7.0,2.0,3.0,2,1.0,2.0,3.0
1344,5,4.0,1.0,1.0,1,3.0,1.0,1.0
1345,5,5.0,2.0,1.0,1,3.0,1.0,5.0
1346,5,7.0,1.0,3.0,1,3.0,2.0,1.0
1347,5,1.0,2.0,3.0,2,5.0,1.0,3.0
1348,5,6.0,2.0,1.0,2,5.0,2.0,3.0
1349,5,6.0,1.0,1.0,1,1.0,2.0,2.0
1350,5,5.0,2.0,1.0,2,3.0,3.0,4.0
1351,5,2.0,1.0,3.0,1,1.0,1.0,2.0
1352,5,6.0,2.0,1.0,2,5.0,2.0,1.0
1353,5,6.0,2.0,1.0,2,2.0,2.0,3.0
1354,5,5.0,2.0,1.0,2,2.0,1.0,1.0
1355,5,1.0,2.0,3.0,1,2.0,3.0,3.0
1356,5,2.0,2.0,3.0,2,4.0,3.0,2.0
1357,5,7.0,2.0,1.0,1,2.0,2.0,4.0
1358,5,4.0,1.0,3.0,2,2.0,1.0,1.0
1359,5,4.0,1.0,3.0,2,5.0,1.0,1.0
1360,5,6.0,1.0,1.0,2,5.0,2.0,1.0
1361,5,2.0,1.0,3.0,2,1.0,3.0,2.0
1362,5,6.0,1.0,1.0,1,2.0,1.0,3.0
1363,5,7.0,2.0,1.0,2,1.0,2.0,3.0
1364,5,4.0,1.0,3.0,1,4.0,3.0,3.0
1365,5,6.0,1.0,1.0,1,5.0,2.0,3.0
1366,5,6.0,1.0,1.0,1,4.0,2.0,2.0
1367,5,3.0,2.0,1.0,2,5.0,1.0,1.0
1368,5,6.0,1.0,1.0,2,2.0,1.0,2.0
1369,5,5.0,2.0,3.0,2,1.0,1.0,2.0
1370,5,7.0,2.0,1.0,2,5.0,2.0,1.0
1371,5,6.0,1.0,1.0,2,1.0,1.0,2.0
1372,5,2.0,1.0,1.0,2,2.0,1.0,5.0
1373,5,6.0,2.0,1.0,2,3.0,2.0,4.0
1374,5,6.0,2.0,1.0,2,3.0,1.0,2.0
1375,5,5.0,1.0,1.0,1,5.0,1.0,1.0
1376,5,7.0,1.0,1.0,2,5.0,2.0,3.0
1377,5,6.0,2.0,2.0,1,1.0,2.0,3.0
1378,5,4.0,1.0,1.0,1,4.0,1.0,2.0
1379,5,5.0,2.0,3.0,2,4.0,2.0,2.0
1380,5,3.0,2.0,3.0,2,2.0,1.0,2.0
1381,5,5.0,2.0,1.0,1,3.0,3.0,5.0
1382,5,4.0,1.0,3.0,2,3.0,1.0,2.0
1383,5,3.0,1.0,3.0,1,2.0,1.0,1.0
1384,5,1.0,1.0,3.0,1,3.0,3.0,4.0
1385,5,2.0,1.0,1.0,2,2.0,1.0,2.0
1386,5,4.0,1.0,1.0,2,2.0,1.0,1.0
1387,5,6.0,2.0,3.0,1,1.0,2.0,2.0
1388,5,5.0,1.0,3.0,1,2.0,2.0,1.0
1389,5,6.0,2.0,1.0,2,5.0,2.0,3.0
1390,5,7.0,1.0,1.0,2,5.0,2.0,2.0
1391,5,7.0,2.0,1.0,2,4.0,2.0,2.0
1392,5,6.0,2.0,1.0,2,2.0,2.0,1.0
1393,5,5.0,1.0,1.0,2,3.0,2.0,2.0
1394,5,7.0,2.0,1.0,2,3.0,2.0,2.0
1395,5,7.0,2.0,1.0,2,3.0,2.0,3.0
1396,5,7.0,2.0,1.0,2,4.0,2.0,3.0
1397,5,2.0,2.0,3.0,1,4.0,1.0,1.0
1398,5,7.0,1.0,1.0,2,5.0,2.0,2.0
1399,5,4.0,1.0,1.0,1,5.0,1.0,1.0
1400,5,5.0,1.0,1.0,1,1.0,2.0,3.0
1401,5,2.0,2.0,1.0,2,2.0,1.0,1.0
1402,5,7.0,1.0,3.0,1,4.0,2.0,1.0
1403,5,4.0,1.0,3.0,2,2.0,1.0,2.0
1404,5,4.0,1.0,1.0,1,3.0,1.0,2.0
1405,5,7.0,2.0,1.0,1,5.0,2.0,3.0
1406,5,5.0,1.0,3.0,2,3.0,1.0,2.0
1407,5,5.0,1.0,1.0,2,5.0,1.0,1.0
1408,5,7.0,2.0,1.0,2,2.0,2.0,2.0
1409,5,5.0,1.0,3.0,2,2.0,3.0,3.0
1410,5,4.0,1.0,3.0,1,4.0,1.0,3.0
1411,5,5.0,1.0,2.0,2,4.0,1.0,1.0
1412,5,3.0,2.0,3.0,2,1.0,3.0,4.0
1413,5,6.0,2.0,1.0,1,2.0,2.0,1.0
1414,5,5.0,1.0,1.0,1,5.0,1.0,1.0
1415,5,4.0,1.0,1.0,2,4.0,1.0,2.0
1416,5,3.0,2.0,1.0,2,3.0,1.0,2.0
1417,5,5.0,1.0,1.0,2,1.0,1.0,3.0
1418,5,3.0,1.0,1.0,2,5.0,1.0,1.0
1419,5,7.0,2.0,1.0,1,5.0,2.0,1.0
1420,5,4.0,1.0,3.0,1,2.0,1.0,1.0
1421,5,5.0,1.0,1.0,2,5.0,2.0,1.0
1422,5,4.0,1.0,1.0,2,5.0,1.0,1.0
1423,5,2.0,1.0,3.0,1,1.0,1.0,2.0
1424,5,3.0,1.0,1.0,2,5.0,3.0,1.0
1425,5,2.0,2.0,3.0,2,5.0,3.0,2.0
1426,5,6.0,1.0,1.0,2,4.0,2.0,1.0
1427,5,6.0,2.0,3.0,1,2.0,2.0,5.0
1428,5,3.0,1.0,3.0,2,1.0,3.0,2.0
1429,5,3.0,1.0,1.0,1,5.0,1.0,2.0
1430,5,1.0,2.0,3.0,1,5.0,3.0,2.0
1431,5,2.0,1.0,3.0,2,2.0,1.0,2.0
1432,5,2.0,2.0,2.0,2,3.0,1.0,1.0
1433,5,5.0,1.0,1.0,1,5.0,2.0,1.0
1434,5,7.0,2.0,3.0,2,4.0,2.0,3.0
1435,5,4.0,1.0,1.0,2,3.0,1.0,2.0
1436,5,4.0,1.0,3.0,2,1.0,1.0,2.0
1437,5,5.0,2.0,3.0,1,2.0,1.0,1.0
1438,5,5.0,1.0,1.0,1,1.0,1.0,1.0
1439,5,4.0,1.0,1.0,2,2.0,1.0,4.0
1440,5,1.0,2.0,3.0,1,5.0,3.0,2.0
1441,5,2.0,1.0,3.0,2,1.0,3.0,1.0
1442,5,5.0,1.0,1.0,2,4.0,3.0,2.0
1443,5,3.0,1.0,1.0,1,5.0,1.0,1.0
1444,5,2.0,1.0,3.0,1,2.0,1.0,2.0
1445,5,5.0,1.0,1.0,2,4.0,1.0,1.0
1446,5,5.0,1.0,1.0,2,2.0,3.0,2.0
1447,5,3.0,1.0,2.0,1,1.0,3.0,2.0
1448,5,7.0,2.0,3.0,1,4.0,2.0,2.0
1449,5,2.0,2.0,3.0,2,3.0,1.0,1.0
1450,5,4.0,1.0,1.0,1,5.0,1.0,1.0
1451,5,3.0,1.0,1.0,1,2.0,1.0,2.0
1452,5,5.0,1.0,1.0,1,4.0,1.0,3.0
