,surveyyear,age_dv,marstat2,religion_dv,RespSex,wimd_2014_quintile,workstat2,Q6_1
1453,5,7.0,1.0,1.0,1,5.0,2.0,3.0
1454,5,3.0,1.0,1.0,2,2.0,1.0,1.0
1455,5,2.0,1.0,1.0,1,4.0,1.0,1.0
1456,5,2.0,2.0,3.0,2,2.0,3.0,2.0
1457,5,5.0,1.0,3.0,2,4.0,2.0,2.0
1458,5,4.0,1.0,3.0,2,2.0,3.0,1.0
1459,5,7.0,2.0,1.0,1,3.0,1.0,1.0
1460,5,6.0,1.0,1.0,1,4.0,2.0,2.0
1461,5,3.0,1.0,3.0,2,3.0,1.0,1.0
1462,5,4.0,1.0,1.0,1,1.0,1.0,1.0
1463,5,5.0,1.0,1.0,2,4.0,2.0,2.0
1464,5,2.0,1.0,1.0,1,2.0,1.0,2.0
1465,5,3.0,2.0,1.0,2,1.0,1.0,1.0
1466,5,7.0,1.0,1.0,1,3.0,2.0,2.0
1467,5,5.0,2.0,1.0,2,2.0,1.0,2.0
1468,5,1.0,2.0,3.0,2,1.0,1.0,2.0
1469,5,4.0,2.0,1.0,2,1.0,3.0,4.0
1470,5,6.0,1.0,1.0,1,5.0,1.0,1.0
1471,5,7.0,1.0,1.0,2,3.0,2.0,2.0
1472,5,3.0,1.0,1.0,2,5.0,1.0,2.0
1473,5,6.0,1.0,1.0,2,2.0,2.0,2.0
1474,5,1.0,1.0,3.0,2,1.0,3.0,2.0
1475,5,1.0,2.0,3.0,1,2.0,1.0,2.0
1476,5,5.0,2.0,3.0,1,5.0,1.0,2.0
1477,5,7.0,1.0,1.0,1,2.0,2.0,3.0
1478,5,3.0,2.0,1.0,2,4.0,1.0,2.0
1479,5,4.0,1.0,1.0,1,2.0,3.0,2.0
1480,5,4.0,1.0,3.0,2,3.0,1.0,1.0
1481,5,6.0,2.0,3.0,1,1.0,2.0,4.0
1482,5,1.0,2.0,3.0,1,5.0,3.0,1.0
1483,5,7.0,2.0,3.0,2,4.0,2.0,3.0
1484,5,7.0,2.0,1.0,2,2.0,2.0,3.0
1485,5,6.0,1.0,1.0,1,5.0,2.0,2.0
1486,5,5.0,2.0,3.0,2,1.0,1.0,2.0
1487,5,4.0,2.0,1.0,1,2.0,3.0,2.0
1488,5,4.0,1.0,3.0,1,3.0,1.0,1.0
1489,5,6.0,2.0,3.0,2,3.0,2.0,2.0
1490,5,7.0,2.0,1.0,2,1.0,2.0,3.0
1491,5,5.0,2.0,3.0,2,1.0,3.0,3.0
1492,5,4.0,2.0,3.0,1,4.0,1.0,3.0
1493,5,4.0,1.0,3.0,2,4.0,1.0,1.0
1494,5,7.0,1.0,1.0,1,1.0,2.0,4.0
1495,5,2.0,1.0,3.0,2,1.0,3.0,3.0
1496,5,6.0,1.0,1.0,2,5.0,2.0,2.0
1497,5,6.0,1.0,3.0,1,2.0,2.0,2.0
1498,5,5.0,2.0,1.0,2,2.0,1.0,3.0
1499,5,6.0,2.0,1.0,2,4.0,2.0,1.0
1500,5,7.0,1.0,1.0,1,4.0,2.0,1.0
1501,5,3.0,2.0,3.0,1,2.0,1.0,2.0
1502,5,3.0,2.0,3.0,2,1.0,1.0,2.0
1503,5,5.0,1.0,1.0,2,2.0,1.0,3.0
1504,5,7.0,2.0,1.0,2,3.0,2.0,1.0
1505,5,4.0,1.0,3.0,2,5.0,1.0,1.0
1506,5,1.0,2.0,1.0,2,1.0,3.0,1.0
1507,5,7.0,2.0,1.0,2,3.0,2.0,4.0
1508,5,5.0,2.0,1.0,1,1.0,3.0,5.0
1509,5,6.0,2.0,2.0,2,3.0,2.0,1.0
1510,5,5.0,1.0,1.0,2,4.0,1.0,2.0
1511,5,2.0,1.0,3.0,2,1.0,3.0,3.0
1512,5,7.0,2.0,1.0,2,1.0,2.0,3.0
1513,5,1.0,2.0,3.0,2,2.0,1.0,1.0
1514,5,2.0,1.0,3.0,2,4.0,3.0,1.0
1515,5,6.0,1.0,3.0,1,4.0,2.0,1.0
1516,5,7.0,2.0,1.0,2,2.0,2.0,3.0
1517,5,5.0,2.0,3.0,2,4.0,1.0,3.0
1518,5,4.0,1.0,1.0,1,2.0,1.0,1.0
1519,5,5.0,2.0,3.0,2,1.0,3.0,4.0
1520,5,6.0,2.0,3.0,2,2.0,2.0,2.0
1521,5,3.0,1.0,3.0,2,5.0,1.0,1.0
1522,5,4.0,2.0,3.0,1,2.0,3.0,3.0
1523,5,3.0,1.0,3.0,2,3.0,1.0,2.0
1524,5,5.0,2.0,1.0,2,4.0,1.0,2.0
1525,5,4.0,2.0,3.0,2,1.0,3.0,4.0
1526,5,3.0,1.0,1.0,1,3.0,1.0,3.0
1527,5,6.0,1.0,1.0,2,3.0,1.0,2.0
1528,5,6.0,1.0,1.0,2,4.0,2.0,3.0
1529,5,2.0,2.0,3.0,1,3.0,1.0,2.0
1530,5,2.0,1.0,3.0,1,4.0,1.0,1.0
1531,5,3.0,1.0,3.0,1,1.0,1.0,1.0
1532,5,7.0,1.0,3.0,2,1.0,2.0,1.0
1533,5,5.0,1.0,1.0,2,3.0,1.0,1.0
1534,5,3.0,1.0,3.0,2,1.0,3.0,2.0
1535,5,5.0,2.0,3.0,2,4.0,3.0,3.0
1536,5,3.0,1.0,1.0,1,2.0,1.0,1.0
1537,5,3.0,2.0,3.0,1,2.0,3.0,2.0
1538,5,1.0,2.0,1.0,2,2.0,3.0,2.0
1539,5,3.0,2.0,3.0,2,3.0,1.0,2.0
1540,5,6.0,2.0,1.0,1,2.0,2.0,2.0
1541,5,2.0,1.0,1.0,2,5.0,1.0,3.0
1542,5,3.0,2.0,3.0,1,2.0,3.0,4.0
1543,5,1.0,2.0,3.0,1,2.0,3.0,1.0
1544,5,4.0,2.0,3.0,1,5.0,2.0,2.0
1545,5,2.0,1.0,1.0,1,1.0,1.0,4.0
1546,5,6.0,1.0,3.0,2,1.0,2.0,5.0
1547,5,4.0,1.0,1.0,2,3.0,3.0,4.0
1548,5,3.0,1.0,3.0,2,5.0,1.0,1.0
1549,5,2.0,2.0,3.0,2,2.0,3.0,2.0
1550,5,5.0,2.0,3.0,2,2.0,3.0,3.0
1551,5,2.0,1.0,3.0,1,4.0,1.0,1.0
1552,5,7.0,2.0,1.0,1,2.0,2.0,2.0
1553,5,4.0,2.0,3.0,2,4.0,1.0,1.0
1554,5,6.0,1.0,3.0,2,4.0,1.0,1.0
1555,5,3.0,2.0,3.0,2,1.0,1.0,1.0
1556,5,6.0,1.0,1.0,2,2.0,2.0,2.0
1557,5,7.0,2.0,3.0,2,3.0,2.0,2.0
1558,5,6.0,2.0,1.0,2,5.0,1.0,2.0
1559,5,3.0,2.0,3.0,2,1.0,3.0,3.0
1560,5,4.0,2.0,3.0,1,2.0,3.0,3.0
1561,5,5.0,2.0,1.0,1,5.0,3.0,4.0
1562,5,1.0,1.0,3.0,1,3.0,3.0,1.0
1563,5,7.0,1.0,1.0,2,5.0,2.0,2.0
1564,5,3.0,2.0,3.0,1,3.0,1.0,2.0
1565,5,6.0,2.0,1.0,2,5.0,2.0,2.0
1566,5,2.0,1.0,3.0,2,2.0,1.0,1.0
1567,5,5.0,1.0,1.0,1,2.0,1.0,2.0
1568,5,4.0,1.0,3.0,2,1.0,1.0,2.0
1569,5,2.0,1.0,3.0,2,5.0,1.0,1.0
1570,5,7.0,1.0,1.0,1,4.0,2.0,2.0
1571,5,6.0,1.0,1.0,1,5.0,2.0,1.0
1572,5,3.0,2.0,3.0,1,1.0,1.0,2.0
1573,5,2.0,2.0,2.0,1,5.0,1.0,3.0
1574,5,5.0,2.0,1.0,2,5.0,3.0,3.0
1575,5,6.0,2.0,1.0,1,2.0,2.0,1.0
1576,5,3.0,1.0,3.0,1,4.0,1.0,1.0
1577,5,6.0,2.0,3.0,2,3.0,2.0,4.0
1578,5,5.0,2.0,1.0,2,3.0,1.0,1.0
1579,5,5.0,1.0,1.0,2,2.0,2.0,2.0
1580,5,6.0,1.0,1.0,2,4.0,2.0,2.0
1581,5,3.0,2.0,3.0,2,3.0,1.0,1.0
1582,5,2.0,1.0,1.0,2,5.0,3.0,1.0
1583,5,4.0,2.0,3.0,2,4.0,1.0,2.0
1584,5,6.0,2.0,1.0,1,3.0,2.0,3.0
1585,5,7.0,2.0,1.0,2,3.0,2.0,3.0
1586,5,4.0,1.0,1.0,2,3.0,1.0,2.0
1587,5,1.0,2.0,3.0,2,2.0,1.0,2.0
1588,5,6.0,1.0,1.0,2,4.0,1.0,2.0
1589,5,7.0,2.0,1.0,2,4.0,2.0,2.0
1590,5,4.0,1.0,3.0,1,5.0,1.0,2.0
1591,5,7.0,1.0,1.0,2,4.0,2.0,3.0
1592,5,3.0,1.0,3.0,1,5.0,1.0,1.0
1593,5,6.0,2.0,3.0,2,2.0,2.0,3.0
1594,5,3.0,1.0,1.0,1,1.0,1.0,1.0
1595,5,3.0,1.0,2.0,2,3.0,1.0,2.0
1596,5,5.0,1.0,1.0,1,3.0,1.0,2.0
1597,5,6.0,2.0,1.0,1,2.0,2.0,2.0
1598,5,6.0,2.0,3.0,2,3.0,2.0,2.0
1599,5,5.0,2.0,,1,2.0,3.0,
1600,5,5.0,2.0,1.0,1,1.0,1.0,2.0
1601,5,6.0,1.0,3.0,1,4.0,2.0,2.0
1602,5,5.0,2.0,1.0,2,1.0,3.0,4.0
1603,5,3.0,1.0,3.0,1,5.0,1.0,1.0
1604,5,7.0,2.0,1.0,2,3.0,2.0,2.0
1605,5,4.0,1.0,3.0,2,3.0,1.0,1.0
1606,5,3.0,2.0,3.0,2,4.0,1.0,1.0
1607,5,3.0,2.0,1.0,2,2.0,1.0,1.0
1608,5,7.0,1.0,1.0,1,3.0,2.0,3.0
1609,5,6.0,1.0,1.0,2,4.0,2.0,3.0
1610,5,6.0,1.0,3.0,2,2.0,2.0,1.0
1611,5,1.0,2.0,3.0,2,3.0,3.0,1.0
1612,5,6.0,1.0,1.0,1,5.0,2.0,1.0
1613,5,2.0,2.0,1.0,2,4.0,1.0,2.0
1614,5,7.0,1.0,1.0,1,5.0,2.0,2.0
1615,5,2.0,1.0,3.0,2,3.0,1.0,2.0
1616,5,2.0,2.0,3.0,1,5.0,1.0,2.0
1617,5,1.0,1.0,3.0,2,1.0,1.0,3.0
1618,5,7.0,2.0,1.0,2,4.0,2.0,2.0
1619,5,4.0,2.0,1.0,2,1.0,1.0,3.0
1620,5,7.0,2.0,,1,4.0,2.0,2.0
1621,5,5.0,1.0,1.0,1,5.0,1.0,1.0
1622,5,6.0,2.0,1.0,2,3.0,2.0,1.0
1623,5,6.0,1.0,1.0,2,2.0,2.0,3.0
1624,5,2.0,1.0,3.0,2,4.0,3.0,1.0
1625,5,6.0,1.0,1.0,2,5.0,2.0,1.0
1626,5,6.0,1.0,1.0,2,5.0,2.0,1.0
1627,5,4.0,1.0,1.0,1,1.0,1.0,3.0
1628,5,3.0,2.0,3.0,1,2.0,1.0,2.0
1629,5,7.0,1.0,1.0,1,5.0,1.0,5.0
1630,5,2.0,2.0,1.0,1,3.0,1.0,2.0
1631,5,5.0,1.0,1.0,2,5.0,1.0,2.0
1632,5,2.0,2.0,3.0,2,1.0,3.0,2.0
1633,5,3.0,1.0,1.0,2,1.0,1.0,2.0
1634,5,5.0,1.0,1.0,1,4.0,2.0,3.0
1635,5,2.0,1.0,3.0,1,2.0,1.0,1.0
1636,5,5.0,1.0,3.0,2,1.0,1.0,2.0
1637,5,6.0,2.0,1.0,2,4.0,2.0,3.0
1638,5,7.0,1.0,1.0,2,4.0,2.0,2.0
1639,5,7.0,1.0,1.0,1,4.0,2.0,1.0
1640,5,3.0,2.0,3.0,2,1.0,3.0,3.0
1641,5,5.0,2.0,1.0,2,3.0,1.0,2.0
1642,5,2.0,1.0,1.0,2,5.0,1.0,2.0
1643,5,3.0,1.0,3.0,1,3.0,3.0,2.0
1644,5,3.0,1.0,1.0,1,3.0,1.0,2.0
1645,5,2.0,2.0,3.0,1,2.0,1.0,2.0
1646,5,6.0,1.0,1.0,1,2.0,2.0,3.0
1647,5,6.0,1.0,1.0,2,4.0,2.0,3.0
1648,5,7.0,2.0,1.0,2,2.0,2.0,3.0
1649,5,5.0,2.0,1.0,2,1.0,3.0,2.0
1650,5,5.0,2.0,1.0,2,3.0,1.0,3.0
1651,5,3.0,1.0,1.0,2,3.0,1.0,1.0
1652,5,4.0,1.0,1.0,1,5.0,1.0,2.0
1653,5,7.0,1.0,3.0,1,4.0,2.0,3.0
1654,5,7.0,2.0,1.0,2,4.0,2.0,1.0
1655,5,6.0,1.0,1.0,2,5.0,2.0,2.0
1656,5,4.0,1.0,3.0,2,2.0,1.0,2.0
1657,5,7.0,2.0,1.0,2,2.0,2.0,3.0
1658,5,4.0,2.0,1.0,2,5.0,1.0,2.0
1659,5,2.0,1.0,3.0,2,1.0,1.0,2.0
1660,5,3.0,2.0,,2,2.0,1.0,3.0
1661,5,1.0,2.0,3.0,2,5.0,3.0,1.0
1662,5,2.0,2.0,3.0,2,3.0,1.0,3.0
1663,5,4.0,2.0,3.0,2,3.0,1.0,2.0
1664,5,7.0,1.0,1.0,1,5.0,2.0,3.0
1665,5,3.0,1.0,3.0,2,2.0,3.0,2.0
1666,5,7.0,2.0,1.0,1,2.0,2.0,4.0
1667,5,2.0,2.0,3.0,1,5.0,3.0,3.0
1668,5,3.0,1.0,1.0,2,5.0,3.0,1.0
1669,5,5.0,1.0,1.0,1,4.0,3.0,3.0
1670,5,7.0,2.0,1.0,2,5.0,2.0,2.0
1671,5,5.0,1.0,1.0,1,4.0,1.0,2.0
1672,5,2.0,2.0,3.0,2,3.0,1.0,1.0
1673,5,6.0,2.0,1.0,1,4.0,2.0,2.0
1674,5,3.0,2.0,3.0,2,5.0,1.0,2.0
1675,5,7.0,1.0,1.0,1,4.0,2.0,2.0
1676,5,3.0,1.0,1.0,1,4.0,1.0,1.0
1677,5,5.0,1.0,1.0,2,5.0,2.0,1.0
1678,5,5.0,1.0,1.0,2,2.0,1.0,2.0
1679,5,7.0,1.0,1.0,1,4.0,2.0,1.0
1680,5,7.0,1.0,1.0,1,4.0,2.0,2.0
1681,5,7.0,2.0,1.0,2,3.0,2.0,2.0
1682,5,6.0,2.0,1.0,2,4.0,2.0,3.0
1683,5,6.0,1.0,1.0,1,5.0,2.0,1.0
1684,5,6.0,1.0,1.0,2,1.0,2.0,2.0
1685,5,4.0,2.0,3.0,2,3.0,3.0,5.0
1686,5,7.0,1.0,1.0,1,5.0,2.0,1.0
1687,5,3.0,1.0,3.0,2,1.0,3.0,4.0
1688,5,6.0,1.0,1.0,1,4.0,1.0,1.0
1689,5,6.0,2.0,1.0,1,5.0,1.0,3.0
1690,5,5.0,2.0,1.0,1,3.0,2.0,3.0
1691,5,6.0,1.0,3.0,2,5.0,2.0,2.0
1692,5,1.0,2.0,3.0,2,1.0,3.0,1.0
1693,5,5.0,1.0,1.0,2,1.0,1.0,2.0
1694,5,4.0,1.0,3.0,2,4.0,1.0,1.0
1695,5,3.0,1.0,3.0,1,5.0,1.0,1.0
1696,5,5.0,1.0,3.0,2,3.0,1.0,3.0
1697,5,6.0,1.0,2.0,1,3.0,2.0,1.0
1698,5,6.0,2.0,1.0,2,4.0,2.0,1.0
1699,5,5.0,1.0,3.0,2,5.0,1.0,1.0
1700,5,5.0,2.0,1.0,2,4.0,3.0,3.0
1701,5,3.0,1.0,3.0,2,4.0,1.0,2.0
1702,5,7.0,2.0,1.0,2,4.0,2.0,1.0
1703,5,2.0,2.0,1.0,2,5.0,3.0,2.0
1704,5,5.0,2.0,1.0,2,2.0,1.0,1.0
1705,5,5.0,1.0,3.0,1,1.0,1.0,2.0
1706,5,3.0,1.0,3.0,2,5.0,1.0,2.0
1707,5,4.0,1.0,3.0,1,1.0,1.0,2.0
1708,5,4.0,1.0,1.0,2,3.0,1.0,1.0
1709,5,5.0,1.0,1.0,2,4.0,1.0,1.0
1710,5,3.0,1.0,3.0,2,4.0,3.0,5.0
1711,5,5.0,1.0,1.0,1,3.0,2.0,4.0
1712,5,7.0,1.0,1.0,2,5.0,2.0,3.0
1713,5,5.0,1.0,1.0,2,5.0,1.0,2.0
1714,5,6.0,2.0,1.0,2,5.0,2.0,2.0
1715,5,1.0,2.0,3.0,2,5.0,3.0,1.0
1716,5,4.0,2.0,1.0,2,2.0,3.0,2.0
1717,5,5.0,1.0,1.0,2,4.0,1.0,1.0
1718,5,2.0,1.0,3.0,2,2.0,3.0,1.0
1719,5,2.0,1.0,3.0,2,2.0,1.0,2.0
1720,5,2.0,2.0,1.0,2,4.0,1.0,1.0
1721,5,2.0,1.0,1.0,1,4.0,1.0,2.0
1722,5,5.0,2.0,1.0,2,5.0,1.0,1.0
1723,5,2.0,1.0,3.0,2,2.0,3.0,2.0
1724,5,5.0,2.0,3.0,1,4.0,1.0,2.0
1725,5,5.0,1.0,3.0,2,3.0,1.0,1.0
1726,5,4.0,2.0,3.0,2,4.0,1.0,2.0
1727,5,3.0,1.0,3.0,1,2.0,1.0,2.0
1728,5,4.0,2.0,3.0,2,4.0,3.0,4.0
1729,5,5.0,1.0,1.0,1,3.0,1.0,2.0
1730,5,7.0,2.0,1.0,2,5.0,2.0,1.0
1731,5,3.0,1.0,3.0,1,4.0,1.0,1.0
1732,5,4.0,1.0,3.0,2,2.0,1.0,1.0
1733,5,7.0,2.0,1.0,2,3.0,1.0,1.0
1734,5,7.0,1.0,1.0,2,1.0,3.0,2.0
1735,5,1.0,2.0,1.0,2,1.0,3.0,2.0
1736,5,6.0,1.0,1.0,2,4.0,2.0,1.0
1737,5,6.0,2.0,1.0,2,4.0,1.0,1.0
1738,5,7.0,1.0,3.0,1,4.0,1.0,2.0
1739,5,7.0,2.0,1.0,2,2.0,2.0,2.0
1740,5,5.0,2.0,3.0,2,1.0,3.0,3.0
1741,5,7.0,2.0,1.0,2,2.0,2.0,2.0
1742,5,4.0,2.0,1.0,2,2.0,1.0,2.0
1743,5,2.0,1.0,3.0,2,3.0,3.0,3.0
1744,5,2.0,1.0,1.0,1,4.0,3.0,3.0
1745,5,3.0,1.0,3.0,2,5.0,3.0,1.0
1746,5,5.0,1.0,1.0,2,1.0,1.0,3.0
1747,5,6.0,1.0,3.0,2,4.0,2.0,4.0
1748,5,1.0,1.0,3.0,2,4.0,3.0,1.0
1749,5,4.0,2.0,3.0,2,5.0,3.0,1.0
1750,5,7.0,2.0,1.0,2,3.0,2.0,3.0
1751,5,7.0,1.0,1.0,1,1.0,2.0,3.0
1752,5,3.0,2.0,3.0,1,5.0,1.0,1.0
1753,5,4.0,2.0,1.0,2,4.0,1.0,2.0
1754,5,3.0,2.0,3.0,1,1.0,1.0,1.0
1755,5,6.0,1.0,3.0,2,4.0,2.0,4.0
1756,5,2.0,2.0,1.0,2,1.0,3.0,3.0
