,RespSex,Q6_1,age_dv,marstat2,religion_dv,workstat2,wimd_2014_quintile
486854,2,2.0,1,2,1.0,1.0,4
486855,1,4.0,2,2,3.0,3.0,4
486856,1,4.0,7,2,1.0,2.0,3
486857,1,3.0,4,1,1.0,1.0,4
486858,1,2.0,4,1,1.0,1.0,5
486859,2,1.0,4,1,1.0,1.0,5
486860,1,4.0,3,2,1.0,3.0,3
486861,2,1.0,3,2,,1.0,4
486862,2,4.0,5,1,1.0,1.0,4
486863,2,3.0,2,2,3.0,3.0,4
486865,2,1.0,1,2,3.0,1.0,5
486866,2,2.0,2,1,1.0,3.0,5
486868,1,1.0,1,2,1.0,3.0,3
486869,2,1.0,1,2,3.0,3.0,3
486871,1,1.0,2,1,3.0,1.0,4
486872,1,1.0,2,2,1.0,1.0,4
486874,1,3.0,6,1,1.0,2.0,4
486875,2,3.0,2,2,,1.0,3
486877,1,3.0,6,2,1.0,2.0,4
486878,1,1.0,3,1,1.0,1.0,5
486880,2,1.0,2,1,3.0,1.0,4
486881,2,1.0,4,1,1.0,1.0,5
486882,1,1.0,2,2,3.0,1.0,5
486883,2,2.0,2,2,1.0,3.0,5
486884,1,1.0,2,2,1.0,1.0,5
486886,2,1.0,4,2,3.0,1.0,5
486887,2,2.0,2,2,1.0,3.0,4
486888,1,3.0,4,2,3.0,1.0,3
486889,2,1.0,4,1,3.0,1.0,5
486891,1,3.0,5,2,3.0,1.0,5
486892,1,2.0,2,2,3.0,1.0,5
486893,1,2.0,2,2,1.0,1.0,5
486894,2,2.0,7,2,1.0,2.0,5
486895,1,,1,2,,,5
486896,2,1.0,2,1,3.0,1.0,5
486897,1,2.0,4,1,3.0,1.0,5
486898,1,3.0,2,2,1.0,1.0,5
486899,2,5.0,7,1,1.0,2.0,3
486901,1,1.0,2,1,1.0,1.0,5
486902,1,2.0,2,2,3.0,1.0,5
486904,1,1.0,1,2,3.0,3.0,5
486905,1,5.0,1,2,2.0,3.0,3
486907,1,1.0,2,1,1.0,1.0,4
486908,1,1.0,2,2,1.0,1.0,5
486909,1,2.0,4,1,1.0,1.0,5
486910,1,3.0,6,2,1.0,2.0,4
486912,1,1.0,5,1,1.0,1.0,5
486913,2,1.0,7,2,3.0,3.0,3
486914,1,2.0,2,2,3.0,11.0,3
486915,2,1.0,1,2,3.0,3.0,5
486916,1,1.0,2,2,1.0,1.0,5
486917,2,2.0,1,2,3.0,1.0,4
486918,1,2.0,2,2,3.0,1.0,3
486919,2,1.0,1,2,3.0,1.0,5
486920,2,1.0,1,2,3.0,3.0,4
486921,1,1.0,1,2,3.0,3.0,5
486922,1,1.0,1,2,3.0,3.0,4
486923,1,3.0,4,2,1.0,3.0,3
486924,1,2.0,1,2,3.0,11.0,4
486925,1,2.0,1,2,3.0,3.0,4
486926,1,2.0,2,2,3.0,1.0,5
486927,2,2.0,1,2,1.0,3.0,5
486928,1,1.0,1,2,1.0,1.0,5
486929,2,1.0,1,2,1.0,3.0,4
486930,1,1.0,1,2,2.0,3.0,4
486931,2,2.0,1,2,1.0,11.0,4
486932,2,2.0,1,2,1.0,3.0,4
486933,2,1.0,1,2,3.0,1.0,4
486934,1,2.0,1,2,1.0,3.0,5
486935,1,1.0,1,2,3.0,3.0,5
486936,1,1.0,1,2,1.0,11.0,4
486937,1,1.0,6,1,1.0,2.0,3
486938,2,2.0,1,2,1.0,1.0,4
486939,2,1.0,1,2,3.0,3.0,4
486940,1,1.0,4,2,3.0,1.0,5
486941,2,1.0,1,1,1.0,1.0,5
486942,1,1.0,1,2,3.0,3.0,4
486943,1,1.0,2,2,3.0,1.0,4
486944,2,1.0,2,2,3.0,3.0,5
486945,1,1.0,2,2,2.0,3.0,3
486946,1,1.0,2,2,3.0,1.0,4
486947,1,1.0,5,2,2.0,3.0,4
486948,2,1.0,1,2,3.0,3.0,4
486949,1,3.0,6,1,,2.0,3
486950,1,1.0,2,2,2.0,1.0,4
486951,2,1.0,1,2,2.0,3.0,5
486952,1,1.0,1,2,,1.0,3
486953,1,1.0,5,1,1.0,2.0,5
486954,1,1.0,3,2,1.0,1.0,5
486955,2,1.0,5,1,1.0,2.0,4
486956,1,,1,2,,,5
486958,2,1.0,6,1,1.0,2.0,5
486959,2,1.0,6,1,1.0,2.0,5
486960,2,3.0,7,2,,2.0,3
486961,1,3.0,7,1,3.0,2.0,3
486962,2,2.0,4,2,,1.0,5
486963,2,,1,2,,,4
486964,1,1.0,2,2,1.0,1.0,5
486965,2,2.0,1,2,1.0,1.0,5
486966,2,3.0,3,2,1.0,1.0,5
486968,1,1.0,5,2,3.0,1.0,5
486969,1,3.0,7,1,3.0,2.0,4
486970,2,2.0,2,2,2.0,3.0,4
486971,1,1.0,3,1,3.0,1.0,5
486972,2,1.0,5,1,2.0,1.0,5
486974,1,1.0,1,2,1.0,3.0,5
486975,1,2.0,6,1,1.0,2.0,5
486976,1,2.0,4,1,1.0,1.0,5
486979,1,2.0,5,1,1.0,1.0,5
486981,1,1.0,6,1,1.0,1.0,5
486982,1,1.0,1,2,1.0,1.0,4
486983,1,1.0,5,1,1.0,2.0,5
486984,2,1.0,6,2,1.0,2.0,4
486985,1,2.0,3,1,2.0,1.0,5
486986,1,2.0,6,1,1.0,2.0,4
486987,1,1.0,4,2,,1.0,3
486989,2,1.0,2,1,1.0,1.0,5
486990,1,1.0,4,1,2.0,1.0,5
486991,2,1.0,3,1,3.0,3.0,5
486992,1,2.0,7,1,1.0,2.0,5
486993,2,2.0,2,2,2.0,1.0,5
486995,2,1.0,6,1,1.0,2.0,5
486996,1,4.0,6,1,1.0,2.0,3
486997,2,5.0,5,2,3.0,2.0,4
486998,2,1.0,3,2,1.0,1.0,5
486999,2,1.0,3,1,3.0,1.0,5
487000,2,1.0,2,2,3.0,3.0,5
487004,1,5.0,5,1,1.0,1.0,3
487005,2,2.0,5,2,1.0,1.0,5
487006,2,3.0,7,1,1.0,2.0,3
487008,1,1.0,2,2,3.0,3.0,4
487009,1,4.0,5,1,1.0,1.0,3
487011,1,3.0,5,1,1.0,1.0,4
487012,2,2.0,2,2,1.0,1.0,4
487013,2,5.0,5,2,,3.0,4
487014,2,1.0,1,2,1.0,3.0,3
487017,2,2.0,7,2,1.0,2.0,3
487019,1,1.0,1,2,,3.0,3
487021,2,2.0,3,1,2.0,3.0,3
487024,2,2.0,3,2,1.0,1.0,4
487025,2,3.0,3,2,1.0,3.0,3
487026,2,3.0,4,1,,3.0,4
487027,1,5.0,7,1,,2.0,3
487029,1,1.0,3,1,1.0,1.0,5
487030,1,2.0,1,2,3.0,3.0,4
487031,1,2.0,5,1,1.0,3.0,3
487032,2,3.0,1,2,1.0,3.0,4
487033,1,3.0,4,2,3.0,1.0,5
487034,2,2.0,2,2,3.0,3.0,3
487035,2,1.0,1,2,3.0,3.0,4
487036,1,2.0,2,2,3.0,3.0,4
487037,1,1.0,1,2,1.0,1.0,5
487038,2,2.0,2,2,3.0,3.0,5
487039,2,1.0,3,2,1.0,1.0,5
487040,2,4.0,3,2,3.0,1.0,4
487041,2,2.0,3,1,1.0,1.0,5
487042,2,5.0,5,2,1.0,3.0,4
487043,2,2.0,3,2,,1.0,3
487044,2,1.0,1,2,1.0,1.0,4
487045,2,2.0,5,2,1.0,2.0,5
487046,1,1.0,1,2,3.0,3.0,4
487047,1,3.0,6,1,3.0,3.0,4
487048,2,1.0,7,2,3.0,2.0,4
487049,2,2.0,3,2,1.0,1.0,3
487050,2,1.0,2,2,1.0,1.0,5
487051,2,1.0,5,2,1.0,2.0,4
487053,1,2.0,4,1,,1.0,5
487054,1,1.0,5,1,3.0,1.0,5
487055,2,3.0,4,1,1.0,3.0,3
487056,2,1.0,6,1,1.0,1.0,4
487057,1,2.0,2,2,1.0,1.0,5
487058,1,1.0,2,2,1.0,1.0,5
487059,2,3.0,6,1,1.0,2.0,4
487060,1,4.0,5,1,1.0,3.0,4
487062,2,2.0,2,2,3.0,1.0,4
487063,1,2.0,5,2,3.0,1.0,5
487064,2,1.0,2,1,2.0,3.0,5
487065,2,1.0,1,2,1.0,1.0,5
487066,2,1.0,4,1,1.0,1.0,5
487067,2,1.0,5,1,1.0,1.0,5
487068,2,4.0,5,1,3.0,3.0,3
487069,2,2.0,5,1,1.0,2.0,4
487070,1,2.0,3,1,1.0,1.0,5
487071,1,1.0,3,2,1.0,1.0,5
487073,1,2.0,3,2,1.0,3.0,4
487074,2,2.0,3,1,3.0,1.0,5
487075,1,2.0,3,1,3.0,1.0,5
487076,2,3.0,4,2,3.0,3.0,3
487077,2,1.0,4,2,3.0,1.0,5
487078,2,1.0,1,2,1.0,1.0,5
487079,1,1.0,1,2,3.0,1.0,5
487081,1,3.0,4,2,1.0,3.0,3
487082,1,1.0,5,2,1.0,1.0,4
487083,1,1.0,1,2,,1.0,4
487084,2,1.0,1,2,1.0,1.0,5
487087,1,3.0,7,2,1.0,2.0,4
487090,1,2.0,5,2,1.0,1.0,5
487091,2,2.0,2,1,3.0,1.0,5
487092,2,1.0,7,2,2.0,2.0,4
487093,2,1.0,3,1,1.0,1.0,5
487094,2,2.0,2,2,1.0,1.0,5
487095,1,1.0,2,2,1.0,1.0,3
487096,1,1.0,4,2,2.0,11.0,5
487097,2,2.0,2,2,1.0,1.0,4
487098,1,2.0,3,1,1.0,3.0,3
487101,1,1.0,2,2,1.0,1.0,5
487103,1,3.0,6,1,1.0,2.0,5
487105,1,1.0,1,2,1.0,1.0,5
487106,1,3.0,7,1,1.0,2.0,3
487109,2,1.0,1,2,3.0,3.0,3
487110,1,1.0,4,1,2.0,1.0,5
487111,1,2.0,4,2,3.0,1.0,5
487112,1,4.0,4,1,3.0,1.0,3
487113,2,2.0,1,2,2.0,3.0,4
487114,2,3.0,6,1,1.0,2.0,3
487115,1,4.0,6,2,1.0,2.0,4
487117,1,2.0,3,1,2.0,1.0,4
487118,2,3.0,5,2,2.0,2.0,3
487119,1,1.0,1,2,2.0,3.0,3
487120,2,1.0,1,1,1.0,1.0,4
487121,1,4.0,4,2,1.0,3.0,4
487122,1,2.0,4,1,,1.0,4
487123,2,4.0,5,2,1.0,1.0,3
487124,2,3.0,1,2,1.0,3.0,4
487125,2,2.0,1,2,3.0,1.0,4
487126,1,2.0,7,2,1.0,2.0,4
487127,1,4.0,6,2,3.0,2.0,4
487128,1,2.0,3,1,3.0,1.0,5
487129,2,5.0,6,1,1.0,2.0,3
487130,2,3.0,7,2,1.0,2.0,4
487131,2,1.0,2,1,3.0,1.0,5
487132,1,1.0,1,2,2.0,3.0,3
487134,2,2.0,5,2,1.0,1.0,3
487135,1,1.0,3,1,2.0,1.0,3
487136,1,2.0,2,2,2.0,3.0,4
487137,1,1.0,1,2,1.0,3.0,4
487138,2,3.0,3,2,3.0,3.0,3
487139,1,3.0,3,2,1.0,3.0,3
487140,1,1.0,1,2,1.0,3.0,3
487141,1,1.0,4,1,2.0,1.0,5
487142,1,3.0,5,2,2.0,1.0,4
487143,2,4.0,7,1,1.0,2.0,4
487145,1,2.0,4,1,1.0,1.0,5
487147,1,1.0,5,2,2.0,1.0,5
487148,2,2.0,4,2,1.0,1.0,5
487149,2,1.0,1,2,1.0,1.0,5
487150,1,1.0,1,2,1.0,3.0,4
487152,1,1.0,5,1,1.0,1.0,5
487153,1,2.0,2,2,3.0,1.0,5
487154,2,2.0,5,1,1.0,2.0,4
487155,1,2.0,4,1,1.0,1.0,4
487156,2,1.0,2,1,3.0,1.0,5
487157,2,1.0,4,2,2.0,1.0,5
487160,1,1.0,1,2,1.0,3.0,4
487161,2,1.0,2,2,1.0,1.0,4
487162,2,1.0,6,2,3.0,2.0,4
487163,1,1.0,3,1,1.0,1.0,5
487167,2,2.0,6,1,1.0,2.0,3
487168,2,1.0,3,2,3.0,1.0,5
487169,1,3.0,6,1,1.0,2.0,4
487171,2,2.0,3,1,3.0,1.0,5
487172,2,2.0,2,2,1.0,3.0,4
487173,2,2.0,5,2,1.0,1.0,5
487174,1,1.0,2,2,,1.0,5
487175,1,1.0,1,2,3.0,3.0,3
487176,2,1.0,3,1,3.0,1.0,5
487177,2,2.0,3,1,1.0,1.0,5
487178,1,1.0,1,2,1.0,1.0,5
487179,2,2.0,5,1,1.0,1.0,5
487180,1,2.0,4,2,1.0,1.0,4
487182,1,,1,2,,,4
487183,1,2.0,6,1,1.0,2.0,4
487185,1,1.0,4,1,1.0,1.0,5
487186,1,2.0,7,1,1.0,2.0,5
487187,1,2.0,2,2,1.0,1.0,5
487188,2,2.0,6,2,1.0,2.0,5
487189,1,1.0,3,1,1.0,1.0,5
487190,2,2.0,1,1,1.0,1.0,5
487191,1,,1,2,,,5
487192,1,2.0,5,1,,1.0,5
487193,1,1.0,5,1,1.0,1.0,5
487194,2,1.0,4,1,3.0,1.0,5
487195,2,1.0,2,2,1.0,1.0,5
487196,2,2.0,1,2,1.0,1.0,5
487198,1,1.0,3,1,1.0,1.0,4
487200,1,1.0,1,2,1.0,3.0,5
487201,1,1.0,3,2,1.0,1.0,5
487202,2,3.0,7,2,1.0,2.0,4
487203,1,1.0,3,1,1.0,1.0,5
487204,2,2.0,6,1,1.0,1.0,5
487205,2,3.0,7,2,1.0,2.0,4
487206,2,2.0,4,1,1.0,1.0,3
487207,2,2.0,4,1,1.0,1.0,5
487208,1,2.0,5,1,1.0,2.0,5
487209,2,2.0,1,2,3.0,1.0,5
487210,1,1.0,6,1,1.0,2.0,4
487211,1,2.0,7,1,1.0,2.0,3
487212,1,1.0,3,1,1.0,1.0,5
487213,2,1.0,2,2,1.0,1.0,5
487214,2,2.0,1,2,3.0,3.0,5
487215,1,1.0,1,2,3.0,3.0,4
487216,2,1.0,2,1,1.0,1.0,5
487217,2,3.0,7,2,1.0,2.0,3
487219,1,1.0,1,2,,1.0,5
487220,1,1.0,3,1,3.0,3.0,5
487221,2,3.0,7,2,1.0,2.0,3
487224,2,2.0,5,2,,1.0,4
487225,2,2.0,4,2,1.0,1.0,4
487226,1,2.0,6,1,1.0,2.0,5
487227,1,1.0,2,1,1.0,1.0,5
487228,1,1.0,5,2,1.0,2.0,5
487229,1,2.0,3,1,3.0,1.0,5
487230,2,2.0,4,2,3.0,1.0,4
487231,1,1.0,1,2,1.0,1.0,5
487233,2,3.0,6,1,1.0,2.0,3
487235,2,1.0,3,1,1.0,1.0,5
487237,2,2.0,5,1,1.0,1.0,5
487238,1,1.0,3,2,1.0,11.0,4
487239,2,2.0,4,2,3.0,1.0,5
487241,2,1.0,1,2,1.0,1.0,5
487242,1,2.0,1,2,1.0,3.0,5
487247,2,3.0,6,1,1.0,2.0,5
487248,2,1.0,6,1,1.0,2.0,5
487249,1,2.0,4,1,1.0,1.0,5
487250,1,1.0,6,1,1.0,2.0,5
487251,2,2.0,7,2,1.0,2.0,4
487252,2,2.0,3,2,3.0,1.0,4
487253,1,1.0,1,2,3.0,1.0,5
487254,2,1.0,6,1,1.0,1.0,4
487255,1,2.0,2,1,3.0,1.0,4
487257,1,2.0,5,1,3.0,3.0,3
487259,1,1.0,4,1,1.0,1.0,5
487260,1,2.0,1,2,3.0,1.0,4
487263,2,2.0,3,2,3.0,3.0,4
487264,1,1.0,1,2,1.0,3.0,4
487266,1,3.0,5,1,1.0,1.0,4
487267,2,3.0,7,1,,3.0,4
487268,1,,1,2,,,5
487270,2,5.0,7,2,1.0,2.0,3
487272,2,1.0,4,1,1.0,1.0,5
487273,2,3.0,7,2,1.0,2.0,4
487274,1,1.0,2,2,3.0,1.0,4
487275,1,1.0,3,2,1.0,1.0,5
487276,1,4.0,7,1,3.0,2.0,3
487278,1,1.0,4,1,3.0,1.0,4
487279,1,2.0,1,2,1.0,1.0,4
487280,1,2.0,6,1,1.0,2.0,5
487281,2,2.0,6,1,3.0,2.0,5
487285,2,3.0,6,2,1.0,2.0,4
487286,2,2.0,4,1,1.0,3.0,4
487289,1,1.0,1,2,3.0,3.0,4
487290,2,2.0,3,1,1.0,3.0,5
487292,1,4.0,4,2,3.0,1.0,4
487295,2,1.0,2,2,3.0,3.0,4
487296,1,1.0,1,2,3.0,3.0,3
487297,2,1.0,3,1,3.0,1.0,5
487299,1,2.0,4,2,3.0,1.0,3
487302,2,1.0,2,1,3.0,3.0,5
487303,1,3.0,6,1,1.0,2.0,4
487304,1,1.0,4,2,3.0,3.0,3
487305,1,2.0,5,2,1.0,1.0,5
487307,2,2.0,4,1,1.0,1.0,5
487308,1,4.0,6,1,1.0,2.0,3
487309,1,3.0,6,1,,2.0,3
487310,2,1.0,1,2,3.0,3.0,4
487311,1,2.0,5,1,1.0,1.0,3
487312,2,1.0,2,1,1.0,1.0,5
487313,1,2.0,4,1,1.0,1.0,5
487314,2,1.0,2,2,1.0,1.0,4
487315,1,1.0,3,1,3.0,1.0,5
487317,2,3.0,6,2,1.0,2.0,3
487318,1,3.0,7,2,,2.0,3
487319,2,5.0,7,2,1.0,2.0,3
487320,2,1.0,2,1,1.0,1.0,4
487321,2,3.0,3,2,3.0,3.0,3
487322,1,1.0,1,2,1.0,1.0,4
487323,2,2.0,5,2,1.0,1.0,4
487325,1,1.0,3,2,1.0,1.0,5
487326,2,2.0,1,1,2.0,3.0,5
487327,2,2.0,5,1,1.0,1.0,5
487328,1,2.0,4,2,3.0,1.0,4
487331,2,2.0,2,2,1.0,3.0,3
487334,1,1.0,1,2,1.0,3.0,4
487335,2,3.0,7,2,1.0,2.0,3
487337,2,2.0,6,2,1.0,2.0,5
487338,1,3.0,3,1,3.0,1.0,5
487339,2,2.0,3,2,1.0,1.0,4
487344,2,2.0,3,1,1.0,1.0,5
487345,1,1.0,3,1,1.0,1.0,4
487346,1,1.0,2,2,2.0,1.0,5
487347,2,3.0,5,2,1.0,1.0,5
487348,2,2.0,4,2,1.0,1.0,4
487349,1,2.0,4,2,1.0,1.0,5
487350,1,2.0,2,1,3.0,1.0,4
487352,2,3.0,6,2,1.0,2.0,3
487354,2,1.0,4,1,1.0,1.0,5
487355,1,2.0,7,1,1.0,2.0,4
487356,1,3.0,5,1,1.0,1.0,5
487357,2,1.0,2,2,1.0,1.0,5
487358,2,1.0,3,2,3.0,1.0,5
487360,1,3.0,7,2,1.0,2.0,5
487362,2,2.0,4,2,1.0,1.0,5
487363,2,1.0,1,2,3.0,3.0,3
487364,1,2.0,3,2,3.0,1.0,5
487365,1,1.0,6,1,,2.0,5
487366,1,1.0,4,2,1.0,1.0,5
487367,1,,1,2,,,4
487368,2,1.0,1,2,1.0,1.0,5
487369,1,1.0,7,1,3.0,2.0,3
487370,2,1.0,2,2,3.0,1.0,4
487371,2,2.0,6,1,1.0,2.0,5
487372,2,2.0,6,1,1.0,2.0,5
487375,2,2.0,2,2,1.0,1.0,5
487376,2,5.0,5,1,1.0,3.0,3
487377,2,1.0,3,1,1.0,1.0,5
487378,2,1.0,2,2,1.0,1.0,5
487379,2,2.0,1,2,2.0,1.0,4
487380,2,1.0,5,2,1.0,2.0,3
487382,2,3.0,7,1,1.0,2.0,3
487383,1,1.0,2,2,2.0,1.0,5
487384,2,2.0,2,2,1.0,1.0,4
487385,2,2.0,3,1,1.0,1.0,4
487386,2,1.0,1,2,1.0,3.0,4
487387,2,1.0,2,2,1.0,1.0,5
487388,1,2.0,4,2,,1.0,3
487389,1,2.0,3,2,1.0,3.0,3
487390,2,2.0,6,2,1.0,2.0,5
487391,1,1.0,3,1,1.0,1.0,4
487392,2,2.0,3,1,2.0,1.0,4
487393,2,1.0,6,2,1.0,2.0,4
487394,2,2.0,7,1,1.0,2.0,4
487396,1,2.0,7,1,1.0,3.0,4
487397,2,3.0,7,1,1.0,2.0,4
487398,2,2.0,5,1,3.0,1.0,5
487399,1,2.0,6,1,3.0,2.0,4
487400,2,1.0,2,2,2.0,1.0,4
487401,2,2.0,3,2,2.0,1.0,5
487402,1,3.0,4,1,3.0,1.0,5
487403,1,1.0,4,1,1.0,1.0,5
487404,2,3.0,4,1,1.0,1.0,4
487405,1,3.0,5,2,3.0,1.0,3
487406,1,1.0,4,1,1.0,1.0,5
487408,2,3.0,4,2,,1.0,3
487409,2,2.0,5,1,1.0,2.0,4
487410,2,2.0,7,2,1.0,2.0,4
487411,2,3.0,4,1,1.0,1.0,5
487412,2,1.0,1,2,1.0,1.0,4
487413,2,1.0,2,2,3.0,1.0,5
487414,1,2.0,2,2,3.0,1.0,5
487416,1,1.0,3,1,2.0,1.0,5
487417,2,2.0,2,1,2.0,1.0,4
487418,1,1.0,2,2,1.0,3.0,4
487419,2,2.0,1,2,1.0,1.0,4
487420,1,1.0,2,2,3.0,1.0,4
487421,1,5.0,6,1,3.0,2.0,3
487422,1,1.0,3,2,3.0,1.0,5
487423,2,1.0,4,2,1.0,1.0,5
487424,1,2.0,5,2,1.0,1.0,4
487425,1,1.0,2,1,2.0,1.0,4
487426,2,1.0,1,2,3.0,1.0,5
487428,2,4.0,5,2,1.0,3.0,3
487430,1,3.0,4,2,3.0,1.0,3
487431,2,2.0,4,2,,1.0,4
487432,1,3.0,6,1,2.0,2.0,4
487433,2,1.0,2,1,1.0,1.0,5
487435,1,2.0,2,2,1.0,11.0,5
487436,2,2.0,1,2,3.0,1.0,5
487437,2,3.0,4,1,2.0,3.0,4
487438,1,2.0,2,2,3.0,1.0,5
487439,2,2.0,5,1,1.0,1.0,5
487440,1,1.0,2,2,2.0,3.0,5
487441,1,1.0,3,1,2.0,1.0,5
487442,1,2.0,2,2,1.0,1.0,5
487443,2,3.0,5,1,,1.0,4
487445,1,2.0,3,2,3.0,1.0,5
487446,2,1.0,1,2,3.0,11.0,5
487447,2,1.0,1,2,1.0,1.0,4
487448,1,1.0,1,2,3.0,3.0,4
487449,2,1.0,1,2,3.0,3.0,5
487450,1,1.0,4,1,2.0,1.0,5
487451,2,1.0,1,2,3.0,3.0,4
487452,1,2.0,1,2,,3.0,5
487453,2,1.0,3,2,1.0,1.0,5
487454,1,3.0,5,1,3.0,3.0,4
487456,1,2.0,3,2,3.0,3.0,4
487457,1,1.0,1,2,3.0,3.0,4
487458,1,1.0,5,1,1.0,2.0,5
487459,1,1.0,3,1,3.0,1.0,5
487460,2,2.0,1,2,3.0,1.0,5
487462,2,1.0,3,1,1.0,3.0,4
487464,2,1.0,4,2,1.0,1.0,4
487466,1,1.0,3,1,1.0,1.0,5
487467,2,2.0,3,1,1.0,1.0,4
487468,1,1.0,6,1,2.0,1.0,4
487469,1,2.0,3,2,3.0,1.0,5
487470,2,1.0,3,2,1.0,1.0,5
487471,1,2.0,1,2,1.0,3.0,4
487472,2,1.0,3,1,1.0,1.0,5
487474,2,1.0,4,2,1.0,1.0,4
487475,1,1.0,4,1,1.0,1.0,5
487476,1,4.0,3,1,3.0,1.0,4
487478,1,1.0,2,2,1.0,1.0,5
487479,1,1.0,2,1,2.0,1.0,5
487480,1,1.0,1,2,1.0,1.0,5
487481,1,3.0,7,2,1.0,2.0,4
487482,2,1.0,1,2,1.0,1.0,5
487483,1,3.0,4,2,1.0,3.0,4
487485,1,3.0,2,2,3.0,1.0,4
487486,1,3.0,7,1,1.0,1.0,5
487487,1,2.0,1,2,3.0,1.0,5
487488,1,1.0,3,1,3.0,1.0,5
487489,2,1.0,5,1,3.0,1.0,4
487490,2,1.0,3,1,1.0,1.0,5
487491,2,3.0,4,1,1.0,1.0,5
487492,1,2.0,3,1,1.0,1.0,5
487493,1,2.0,6,1,1.0,1.0,5
487494,2,3.0,7,2,1.0,2.0,3
487495,2,2.0,3,1,1.0,1.0,4
487496,2,3.0,7,2,1.0,2.0,4
487497,2,2.0,7,2,1.0,3.0,5
487498,1,3.0,6,2,1.0,1.0,3
487499,2,2.0,4,1,1.0,1.0,4
487500,1,3.0,6,1,1.0,1.0,4
487502,2,2.0,7,1,1.0,3.0,3
487503,1,2.0,4,1,,1.0,5
487504,2,2.0,7,2,1.0,2.0,4
487505,2,1.0,1,2,1.0,3.0,5
487506,1,2.0,4,1,1.0,1.0,5
487507,1,2.0,2,2,2.0,1.0,4
487508,2,3.0,7,1,1.0,2.0,4
487509,2,2.0,7,2,1.0,2.0,4
487510,1,3.0,7,1,1.0,2.0,4
487513,2,1.0,3,1,1.0,1.0,5
487516,1,1.0,5,1,1.0,1.0,5
487517,1,2.0,1,2,1.0,3.0,4
487518,2,1.0,3,1,1.0,1.0,5
487519,1,5.0,7,1,1.0,2.0,4
487520,1,1.0,4,2,3.0,1.0,5
487521,2,2.0,2,1,3.0,1.0,5
487522,1,1.0,2,1,,1.0,5
487523,1,2.0,3,1,3.0,1.0,4
487524,2,3.0,4,1,1.0,1.0,5
487525,1,3.0,3,1,3.0,1.0,5
487526,2,1.0,2,1,1.0,1.0,5
487527,1,1.0,7,1,1.0,2.0,5
487528,1,2.0,5,2,1.0,2.0,3
487529,2,1.0,1,2,3.0,1.0,5
487530,2,4.0,6,2,1.0,2.0,3
487531,1,1.0,1,2,1.0,3.0,4
487532,2,3.0,4,1,1.0,1.0,3
487533,1,3.0,4,1,1.0,3.0,4
487534,2,1.0,2,2,3.0,1.0,5
487535,1,1.0,5,1,3.0,1.0,5
487536,1,2.0,7,1,1.0,2.0,4
487537,2,4.0,6,1,1.0,2.0,4
487538,2,4.0,6,1,1.0,2.0,3
487539,2,2.0,3,1,2.0,1.0,3
487540,1,2.0,4,2,,1.0,5
487541,1,4.0,5,1,2.0,3.0,5
487542,1,2.0,2,1,2.0,1.0,4
487543,1,1.0,2,2,,1.0,5
487544,2,1.0,2,2,3.0,1.0,5
487545,1,2.0,2,1,2.0,1.0,5
487546,2,2.0,5,1,2.0,3.0,3
487547,2,2.0,2,2,2.0,1.0,4
487550,1,1.0,5,1,3.0,1.0,5
487551,2,2.0,7,2,3.0,2.0,4
487552,1,1.0,2,2,,3.0,4
487553,2,1.0,5,1,1.0,3.0,5
487554,1,3.0,3,2,1.0,1.0,3
487555,2,1.0,3,2,1.0,1.0,5
487556,2,1.0,3,2,1.0,1.0,5
487557,1,1.0,2,2,3.0,1.0,5
487558,2,2.0,2,2,1.0,3.0,4
487561,2,1.0,6,1,1.0,2.0,5
487562,1,1.0,2,2,3.0,3.0,5
487563,1,3.0,1,2,1.0,1.0,4
487565,2,1.0,3,1,1.0,1.0,5
487566,2,1.0,2,2,3.0,1.0,5
487567,2,2.0,4,1,3.0,1.0,5
487568,2,1.0,4,2,1.0,1.0,4
487569,2,2.0,5,2,1.0,1.0,5
487571,1,3.0,7,2,1.0,2.0,3
487572,2,4.0,3,1,3.0,3.0,3
487573,1,3.0,5,2,3.0,1.0,5
487574,2,5.0,7,2,,2.0,4
487575,1,2.0,6,1,1.0,2.0,5
487576,1,3.0,7,2,1.0,2.0,4
487577,2,3.0,5,2,1.0,2.0,4
487578,2,4.0,1,2,3.0,3.0,4
487579,1,1.0,1,2,1.0,1.0,5
487580,1,3.0,7,1,1.0,2.0,4
487582,1,1.0,5,1,1.0,1.0,5
487583,2,3.0,7,1,3.0,2.0,3
487584,1,2.0,5,2,1.0,1.0,4
487585,2,1.0,1,2,1.0,1.0,5
487589,1,3.0,5,1,,1.0,4
487590,1,3.0,6,2,,2.0,4
487591,2,1.0,4,1,1.0,1.0,5
487592,2,1.0,1,2,1.0,1.0,4
487593,2,1.0,4,2,1.0,1.0,3
487594,1,1.0,2,2,3.0,1.0,5
487596,2,2.0,2,1,3.0,3.0,4
487597,1,2.0,2,2,1.0,1.0,5
487598,1,1.0,5,1,1.0,1.0,4
487599,2,2.0,6,1,1.0,2.0,4
487600,2,2.0,6,2,1.0,2.0,3
487601,1,1.0,1,2,,1.0,5
487605,1,1.0,3,2,3.0,1.0,5
487606,2,1.0,3,2,3.0,3.0,5
487607,2,2.0,2,2,3.0,3.0,3
487608,2,4.0,6,2,3.0,3.0,4
487612,1,3.0,1,2,2.0,1.0,5
487613,1,1.0,3,2,3.0,1.0,5
