,Q6_1,RespSex,age_dv,marstat2,religion_dv,source,wimd_2014_quintile,workstat2
8062,,2,,1.0,3.0,survey,,
8070,,1,,1.0,1.0,survey,,
8078,,2,,1.0,1.0,survey,,
8086,,2,,2.0,3.0,survey,,
8087,,1,,1.0,1.0,survey,,
8088,,2,,2.0,1.0,survey,,
8092,,2,,2.0,3.0,survey,,
8109,,2,,2.0,3.0,survey,,
8117,,2,,2.0,1.0,survey,,
8121,,1,,2.0,1.0,survey,,
8141,,1,,2.0,1.0,survey,,
8144,,2,,1.0,1.0,survey,,
8150,,2,,1.0,1.0,survey,,
8151,,2,,1.0,1.0,survey,,
8152,,2,,2.0,1.0,survey,,
8154,,1,,1.0,1.0,survey,,
8155,,2,,1.0,1.0,survey,,
8162,,1,,1.0,1.0,survey,,
8172,,1,,1.0,1.0,survey,,
8174,,2,,1.0,,survey,,
8180,,2,,2.0,3.0,survey,,
8182,,1,,1.0,3.0,survey,,
8208,,1,,2.0,3.0,survey,,
8221,,2,,2.0,1.0,survey,,
8225,,2,,2.0,1.0,survey,,
8227,,2,,1.0,1.0,survey,,
8235,,1,,2.0,1.0,survey,,
8251,,1,,1.0,3.0,survey,,
8262,,2,,2.0,1.0,survey,,
8272,,1,,1.0,1.0,survey,,
8273,,1,,1.0,3.0,survey,,
8282,,1,,2.0,3.0,survey,,
8286,,1,,2.0,3.0,survey,,
8289,,2,,2.0,1.0,survey,,
8303,,2,,1.0,1.0,survey,,
8307,,2,,1.0,3.0,survey,,
8308,,1,,1.0,1.0,survey,,
8314,,2,,2.0,3.0,survey,,
8325,,2,,2.0,1.0,survey,,
8346,,2,,2.0,3.0,survey,,
8348,,1,,1.0,1.0,survey,,
8350,,2,,1.0,1.0,survey,,
8356,,1,7.0,1.0,1.0,survey,3.0,
8376,,1,5.0,1.0,1.0,survey,4.0,
8384,,1,4.0,2.0,1.0,survey,4.0,
8392,,1,2.0,1.0,1.0,survey,5.0,
8396,,2,2.0,1.0,3.0,survey,3.0,
8397,,1,5.0,1.0,3.0,survey,3.0,
8411,,2,7.0,1.0,3.0,survey,4.0,
8412,,1,3.0,2.0,3.0,survey,4.0,
8416,,2,6.0,2.0,1.0,survey,5.0,
8430,,2,5.0,1.0,1.0,survey,4.0,
8440,,2,3.0,1.0,1.0,survey,2.0,
8446,,2,6.0,2.0,1.0,survey,1.0,
8452,,1,5.0,1.0,2.0,survey,1.0,
8453,,2,1.0,2.0,1.0,survey,4.0,
8456,,2,3.0,1.0,1.0,survey,4.0,
8460,,1,6.0,2.0,3.0,survey,3.0,
8468,,1,6.0,1.0,1.0,survey,1.0,
8471,,2,7.0,2.0,1.0,survey,2.0,
8477,,2,6.0,1.0,1.0,survey,3.0,
8483,,2,5.0,2.0,1.0,survey,1.0,
8486,,2,2.0,1.0,1.0,survey,3.0,
8493,,1,7.0,2.0,3.0,survey,1.0,
8495,,2,5.0,1.0,1.0,survey,2.0,
8506,,2,4.0,1.0,1.0,survey,4.0,
8509,,1,5.0,1.0,3.0,survey,5.0,
8515,,2,6.0,1.0,1.0,survey,4.0,
8516,,1,7.0,2.0,1.0,survey,2.0,
8517,,2,4.0,2.0,1.0,survey,2.0,
8520,,1,2.0,2.0,3.0,survey,2.0,
8537,,2,4.0,1.0,3.0,survey,4.0,
8538,,1,1.0,2.0,3.0,survey,3.0,
8550,,1,6.0,1.0,1.0,survey,5.0,
8561,,2,3.0,1.0,2.0,survey,3.0,
8563,,2,5.0,2.0,1.0,survey,5.0,
8595,,2,3.0,1.0,3.0,survey,3.0,
8596,,2,6.0,2.0,1.0,survey,4.0,
8598,,1,3.0,1.0,1.0,survey,4.0,
8599,,2,4.0,1.0,1.0,survey,3.0,
8603,,1,4.0,1.0,3.0,survey,2.0,
8607,,2,3.0,1.0,1.0,survey,3.0,
8609,,1,5.0,1.0,1.0,survey,3.0,
8618,,2,4.0,1.0,1.0,survey,4.0,
8633,,1,6.0,2.0,3.0,survey,4.0,
8665,,2,4.0,1.0,1.0,survey,4.0,
8681,,1,1.0,1.0,3.0,survey,5.0,
8683,,2,1.0,2.0,1.0,survey,3.0,
8685,,2,7.0,2.0,1.0,survey,5.0,
8689,,2,2.0,1.0,3.0,survey,4.0,
8691,,2,6.0,2.0,2.0,survey,1.0,
8695,,1,5.0,2.0,3.0,survey,4.0,
8698,,2,5.0,2.0,1.0,survey,2.0,
8714,,2,2.0,2.0,1.0,survey,3.0,
8721,,2,7.0,2.0,1.0,survey,3.0,
8736,,2,6.0,1.0,1.0,survey,4.0,
8744,,1,2.0,1.0,3.0,survey,5.0,
8755,,2,6.0,1.0,2.0,survey,4.0,
8767,,1,2.0,2.0,1.0,survey,4.0,
8773,,1,4.0,2.0,3.0,survey,2.0,
8775,,2,4.0,1.0,3.0,survey,4.0,
8785,,2,4.0,2.0,3.0,survey,1.0,
8787,,2,5.0,2.0,3.0,survey,2.0,
8799,,2,7.0,2.0,1.0,survey,4.0,
8807,,2,3.0,2.0,3.0,survey,3.0,
8811,,2,6.0,1.0,1.0,survey,4.0,
8812,,1,2.0,1.0,3.0,survey,2.0,
8825,,1,1.0,2.0,3.0,survey,2.0,
8832,,2,2.0,1.0,3.0,survey,3.0,
8833,,2,4.0,1.0,1.0,survey,5.0,
8838,,1,5.0,1.0,3.0,survey,4.0,
8843,,1,2.0,1.0,3.0,survey,5.0,
8848,,2,3.0,1.0,3.0,survey,4.0,
8850,,1,5.0,2.0,1.0,survey,4.0,
8852,,1,3.0,1.0,1.0,survey,4.0,
8855,,2,6.0,2.0,1.0,survey,2.0,
8880,,2,4.0,1.0,3.0,survey,4.0,
8881,,2,4.0,2.0,3.0,survey,4.0,
8883,,2,3.0,2.0,3.0,survey,1.0,
8898,,1,5.0,1.0,1.0,survey,3.0,
8900,,1,3.0,1.0,3.0,survey,4.0,
8902,,2,2.0,1.0,1.0,survey,3.0,
8909,,1,3.0,1.0,3.0,survey,2.0,
8919,,2,6.0,2.0,3.0,survey,3.0,
8926,,2,6.0,2.0,3.0,survey,2.0,
8928,,2,5.0,1.0,1.0,survey,4.0,
8935,,2,2.0,1.0,3.0,survey,4.0,
8947,,1,4.0,2.0,3.0,survey,4.0,
8949,,1,3.0,1.0,1.0,survey,3.0,
8961,,2,4.0,,3.0,survey,4.0,
8964,,2,5.0,1.0,1.0,survey,5.0,
8970,,2,2.0,2.0,3.0,survey,5.0,
8980,,1,6.0,2.0,3.0,survey,4.0,
8981,,1,7.0,2.0,1.0,survey,1.0,
8984,,2,3.0,1.0,1.0,survey,4.0,
8985,,2,2.0,1.0,1.0,survey,5.0,
8986,,1,2.0,1.0,3.0,survey,5.0,
8989,,1,2.0,2.0,3.0,survey,4.0,
9000,,2,4.0,2.0,3.0,survey,4.0,
9004,,2,4.0,1.0,1.0,survey,2.0,
9005,,2,7.0,2.0,3.0,survey,4.0,
9009,,1,3.0,1.0,3.0,survey,1.0,
9021,,1,4.0,1.0,2.0,survey,3.0,
9022,,1,7.0,1.0,1.0,survey,4.0,
9032,,2,5.0,2.0,3.0,survey,4.0,
9033,,2,3.0,1.0,1.0,survey,5.0,
9041,,2,5.0,1.0,3.0,survey,4.0,
9047,,1,7.0,1.0,1.0,survey,3.0,
9050,,2,3.0,1.0,3.0,survey,4.0,
9060,,1,6.0,1.0,1.0,survey,3.0,
9073,,1,7.0,2.0,1.0,survey,4.0,
9078,,1,4.0,1.0,1.0,survey,3.0,
9087,,1,5.0,1.0,1.0,survey,4.0,
9102,,2,3.0,1.0,3.0,survey,5.0,
9105,,1,2.0,1.0,3.0,survey,4.0,
9108,,2,3.0,2.0,3.0,survey,3.0,
9117,,2,7.0,1.0,1.0,survey,3.0,
9132,,2,2.0,1.0,3.0,survey,5.0,
9134,,2,4.0,1.0,1.0,survey,4.0,
9135,,2,7.0,2.0,1.0,survey,2.0,
9145,,2,6.0,2.0,3.0,survey,1.0,
9156,,1,1.0,2.0,3.0,survey,3.0,
9161,,2,6.0,1.0,1.0,survey,5.0,
9162,,1,6.0,1.0,1.0,survey,2.0,
9163,,1,4.0,2.0,1.0,survey,2.0,
9164,,1,7.0,2.0,1.0,survey,1.0,
9168,,2,7.0,1.0,1.0,survey,3.0,
9169,,2,2.0,1.0,3.0,survey,1.0,
9181,,2,7.0,2.0,1.0,survey,4.0,
9195,,1,7.0,2.0,1.0,survey,4.0,
9199,,2,5.0,1.0,3.0,survey,2.0,
9200,,2,2.0,1.0,1.0,survey,4.0,
9210,,1,7.0,2.0,2.0,survey,2.0,
9216,,2,6.0,2.0,1.0,survey,3.0,
9224,,1,5.0,1.0,1.0,survey,3.0,
9233,,2,3.0,1.0,3.0,survey,2.0,
9237,,1,7.0,1.0,1.0,survey,5.0,
9240,,2,6.0,2.0,1.0,survey,1.0,
9243,,2,7.0,1.0,1.0,survey,5.0,
9244,,2,2.0,2.0,1.0,survey,1.0,
9251,,2,5.0,2.0,1.0,survey,2.0,
9258,,1,6.0,2.0,1.0,survey,3.0,
9259,,1,4.0,1.0,1.0,survey,2.0,
9261,,2,6.0,2.0,1.0,survey,4.0,
9271,,2,7.0,2.0,1.0,survey,5.0,
9289,,2,4.0,2.0,1.0,survey,5.0,
9291,,2,5.0,2.0,3.0,survey,4.0,
9293,,1,6.0,1.0,3.0,survey,3.0,
9294,,2,3.0,1.0,1.0,survey,2.0,
9295,,1,2.0,2.0,3.0,survey,4.0,
9296,,2,7.0,1.0,1.0,survey,4.0,
9297,,1,7.0,1.0,1.0,survey,1.0,
9301,,1,3.0,1.0,1.0,survey,3.0,
9302,,1,7.0,2.0,3.0,survey,3.0,
9304,,2,7.0,2.0,1.0,survey,3.0,
9305,,1,2.0,2.0,3.0,survey,1.0,
9306,,2,3.0,1.0,1.0,survey,3.0,
9311,,1,2.0,1.0,3.0,survey,1.0,
9338,,2,4.0,2.0,3.0,survey,1.0,
9339,,2,3.0,1.0,3.0,survey,5.0,
9340,,2,5.0,1.0,1.0,survey,4.0,
9347,,2,6.0,1.0,1.0,survey,5.0,
9356,,2,5.0,1.0,1.0,survey,4.0,
9365,,2,6.0,2.0,1.0,survey,2.0,
9369,,1,6.0,1.0,1.0,survey,5.0,
9380,,2,5.0,2.0,3.0,survey,2.0,
9394,,2,4.0,1.0,1.0,survey,4.0,
9399,,2,6.0,1.0,1.0,survey,4.0,
9408,,2,4.0,1.0,3.0,survey,5.0,
9411,,2,6.0,1.0,1.0,survey,5.0,
9414,,2,5.0,2.0,3.0,survey,4.0,
9422,,2,7.0,2.0,1.0,survey,5.0,
9426,,2,2.0,1.0,3.0,survey,4.0,
9432,,2,3.0,1.0,1.0,survey,4.0,
9441,,2,6.0,2.0,1.0,survey,4.0,
9442,,1,5.0,2.0,1.0,survey,1.0,
9464,,2,6.0,2.0,1.0,survey,1.0,
9465,,1,6.0,2.0,3.0,survey,2.0,
9481,,2,3.0,1.0,3.0,survey,3.0,
9484,,2,5.0,1.0,1.0,survey,4.0,
9486,,2,6.0,1.0,1.0,survey,2.0,
9494,,2,5.0,2.0,1.0,survey,4.0,
9496,,2,3.0,1.0,1.0,survey,2.0,
9512,,2,6.0,2.0,1.0,survey,1.0,
9514,,1,5.0,2.0,1.0,survey,4.0,
9515,,2,5.0,1.0,1.0,survey,5.0,
9518,,2,5.0,2.0,1.0,survey,5.0,
9520,,1,4.0,1.0,1.0,survey,3.0,
9525,,1,1.0,2.0,3.0,survey,3.0,
9528,,1,7.0,1.0,1.0,survey,3.0,
9536,,2,5.0,1.0,3.0,survey,2.0,
9546,,1,1.0,2.0,3.0,survey,2.0,
9548,,2,2.0,1.0,1.0,survey,5.0,
9555,,2,6.0,1.0,1.0,survey,4.0,
9558,,1,3.0,1.0,1.0,survey,3.0,
9564,,2,5.0,1.0,1.0,survey,1.0,
9572,,2,6.0,2.0,1.0,survey,2.0,
9573,,2,4.0,1.0,3.0,survey,3.0,
9576,,2,5.0,1.0,3.0,survey,3.0,
9577,,1,5.0,1.0,1.0,survey,2.0,
9582,,2,7.0,2.0,1.0,survey,3.0,
9610,,2,1.0,2.0,3.0,survey,3.0,
9619,,2,6.0,2.0,1.0,survey,4.0,
9638,,1,4.0,1.0,3.0,survey,4.0,
9639,,2,7.0,1.0,1.0,survey,2.0,
9648,,2,5.0,2.0,1.0,survey,3.0,
9670,,1,5.0,1.0,1.0,survey,1.0,
9672,,1,4.0,1.0,1.0,survey,4.0,
9675,,1,7.0,2.0,1.0,survey,1.0,
9685,,1,3.0,1.0,3.0,survey,3.0,
9700,,2,4.0,2.0,1.0,survey,1.0,
9703,,2,1.0,1.0,1.0,survey,1.0,
9704,,1,6.0,2.0,1.0,survey,2.0,
9708,,2,5.0,1.0,1.0,survey,2.0,
9710,,2,1.0,2.0,3.0,survey,3.0,
9711,,2,5.0,1.0,1.0,survey,3.0,
9712,,2,7.0,2.0,1.0,survey,3.0,
9720,,2,2.0,1.0,1.0,survey,3.0,
9743,,2,3.0,1.0,1.0,survey,1.0,
9750,,2,1.0,2.0,3.0,survey,3.0,
9753,,1,6.0,1.0,3.0,survey,3.0,
9754,,1,7.0,1.0,1.0,survey,5.0,
9756,,2,6.0,1.0,3.0,survey,3.0,
9762,,2,5.0,1.0,1.0,survey,4.0,
9787,,1,3.0,1.0,3.0,survey,1.0,
9789,,2,7.0,2.0,2.0,survey,2.0,
9792,,2,3.0,1.0,1.0,survey,3.0,
9803,,1,3.0,1.0,1.0,survey,2.0,
9811,,2,6.0,1.0,1.0,survey,4.0,
9814,,1,7.0,2.0,1.0,survey,1.0,
9822,,2,6.0,2.0,1.0,survey,4.0,
9830,,1,1.0,2.0,3.0,survey,2.0,
9833,,1,4.0,1.0,1.0,survey,5.0,
9843,,2,5.0,1.0,1.0,survey,3.0,
9848,,2,5.0,1.0,1.0,survey,5.0,
9850,,2,2.0,2.0,3.0,survey,2.0,
9852,,2,6.0,1.0,1.0,survey,5.0,
9861,,1,2.0,1.0,1.0,survey,4.0,
9863,,1,2.0,1.0,3.0,survey,2.0,
9868,,2,6.0,1.0,1.0,survey,5.0,
9870,,2,4.0,1.0,1.0,survey,4.0,
9875,,2,1.0,2.0,2.0,survey,5.0,
9879,,2,1.0,2.0,3.0,survey,1.0,
9881,,2,4.0,2.0,3.0,survey,2.0,
9883,,2,4.0,2.0,2.0,survey,5.0,
9889,,1,2.0,1.0,,survey,1.0,
9891,,1,7.0,1.0,1.0,survey,4.0,
9893,,2,3.0,2.0,1.0,survey,2.0,
9897,,1,3.0,1.0,3.0,survey,4.0,
9903,,1,2.0,1.0,3.0,survey,4.0,
9909,,2,2.0,1.0,3.0,survey,1.0,
9914,,2,5.0,1.0,1.0,survey,4.0,
9925,,2,2.0,1.0,3.0,survey,2.0,
9928,,1,6.0,2.0,1.0,survey,5.0,
9937,,2,4.0,1.0,3.0,survey,5.0,
9938,,1,6.0,2.0,1.0,survey,5.0,
9952,,2,3.0,2.0,1.0,survey,2.0,
9956,,2,4.0,1.0,2.0,survey,4.0,
9964,,2,4.0,2.0,3.0,survey,2.0,
9972,,2,4.0,1.0,3.0,survey,4.0,
9977,,2,7.0,2.0,1.0,survey,3.0,
9981,,2,1.0,2.0,3.0,survey,4.0,
9984,,1,3.0,2.0,3.0,survey,4.0,
9989,,2,4.0,1.0,2.0,survey,4.0,
9997,,2,6.0,2.0,1.0,survey,4.0,
10025,,1,4.0,2.0,1.0,survey,5.0,
10037,,2,6.0,1.0,3.0,survey,1.0,
10041,,2,7.0,1.0,1.0,survey,4.0,
10044,,1,2.0,2.0,3.0,survey,4.0,
10071,,1,5.0,2.0,3.0,survey,3.0,
10075,,2,4.0,1.0,1.0,survey,5.0,
10078,,1,5.0,1.0,3.0,survey,2.0,
10082,,1,1.0,2.0,1.0,survey,2.0,
10093,,1,6.0,2.0,1.0,survey,3.0,
10105,,1,2.0,1.0,3.0,survey,4.0,
10107,,2,2.0,1.0,3.0,survey,1.0,
10115,,2,5.0,1.0,1.0,survey,3.0,
10118,,2,2.0,1.0,1.0,survey,4.0,
10121,,1,5.0,1.0,1.0,survey,5.0,
10124,,2,4.0,1.0,1.0,survey,4.0,
10134,,1,2.0,1.0,3.0,survey,3.0,
10136,,1,7.0,1.0,1.0,survey,3.0,
10140,,2,4.0,2.0,3.0,survey,1.0,
10158,,2,5.0,1.0,1.0,survey,5.0,
10159,,2,6.0,2.0,3.0,survey,3.0,
10160,,2,6.0,1.0,1.0,survey,5.0,
10168,,2,7.0,2.0,3.0,survey,5.0,
10179,,2,7.0,1.0,1.0,survey,4.0,
10183,,1,4.0,2.0,1.0,survey,5.0,
10185,,1,6.0,1.0,1.0,survey,2.0,
10200,,2,3.0,2.0,3.0,survey,1.0,
10202,,2,4.0,2.0,1.0,survey,1.0,
10205,,1,6.0,2.0,3.0,survey,4.0,
10206,,2,6.0,1.0,3.0,survey,4.0,
10220,,2,7.0,2.0,1.0,survey,1.0,
10230,,2,5.0,2.0,1.0,survey,5.0,
10241,,2,3.0,1.0,3.0,survey,1.0,
10246,,2,1.0,2.0,3.0,survey,3.0,
10254,,1,2.0,2.0,1.0,survey,1.0,
10258,,1,4.0,2.0,3.0,survey,4.0,
10275,,1,4.0,2.0,3.0,survey,3.0,
10285,,1,6.0,1.0,1.0,survey,4.0,
10288,,2,5.0,1.0,1.0,survey,5.0,
10293,,1,1.0,2.0,1.0,survey,1.0,
10301,,2,3.0,1.0,3.0,survey,4.0,
10303,,1,4.0,1.0,1.0,survey,3.0,
10307,,1,7.0,2.0,1.0,survey,1.0,
10312,,1,3.0,2.0,3.0,survey,5.0,
10314,,2,5.0,2.0,1.0,survey,3.0,
10325,,1,6.0,1.0,3.0,survey,5.0,
10328,,2,4.0,1.0,3.0,survey,3.0,
10338,,2,5.0,2.0,1.0,survey,4.0,
10339,,1,2.0,1.0,1.0,survey,3.0,
10363,,2,6.0,2.0,1.0,survey,4.0,
10371,,2,3.0,1.0,3.0,survey,4.0,
10375,,1,3.0,1.0,1.0,survey,5.0,
10378,,1,5.0,2.0,3.0,survey,1.0,
10383,,2,1.0,2.0,2.0,survey,4.0,
10384,,1,2.0,1.0,2.0,survey,3.0,
10392,,1,4.0,2.0,3.0,survey,3.0,
10394,,2,6.0,1.0,3.0,survey,2.0,
10396,,2,2.0,1.0,2.0,survey,5.0,
10410,,2,7.0,2.0,1.0,survey,2.0,
10413,,2,3.0,2.0,1.0,survey,5.0,
10432,,2,2.0,1.0,3.0,survey,3.0,
10444,,2,5.0,1.0,1.0,survey,4.0,
10445,,2,1.0,1.0,3.0,survey,2.0,
10449,,2,2.0,1.0,2.0,survey,3.0,
10451,,2,4.0,1.0,3.0,survey,4.0,
10453,,2,6.0,2.0,1.0,survey,3.0,
10459,,1,5.0,2.0,1.0,survey,2.0,
10461,,1,2.0,1.0,3.0,survey,4.0,
10469,,1,4.0,2.0,3.0,survey,2.0,
10470,,2,3.0,1.0,3.0,survey,4.0,
10472,,2,6.0,2.0,1.0,survey,4.0,
10477,,2,3.0,1.0,3.0,survey,3.0,
10497,,2,4.0,2.0,1.0,survey,2.0,
10499,,2,4.0,2.0,3.0,survey,1.0,
10503,,2,5.0,2.0,1.0,survey,5.0,
10508,,2,6.0,2.0,1.0,survey,2.0,
10516,,1,5.0,1.0,1.0,survey,,
10518,,2,5.0,2.0,1.0,survey,3.0,
10520,,2,5.0,2.0,1.0,survey,4.0,
10523,,2,5.0,2.0,3.0,survey,1.0,
10537,,1,5.0,1.0,3.0,survey,4.0,
10546,,2,2.0,1.0,3.0,survey,2.0,
10548,,2,4.0,2.0,1.0,survey,4.0,
10549,,2,6.0,1.0,3.0,survey,5.0,
10552,,1,2.0,2.0,1.0,survey,2.0,
10554,,1,2.0,1.0,1.0,survey,4.0,
10566,,1,5.0,1.0,1.0,survey,5.0,
10568,,2,5.0,1.0,1.0,survey,4.0,
10582,,2,2.0,1.0,3.0,survey,5.0,
10583,,2,1.0,2.0,3.0,survey,2.0,
10585,,1,5.0,2.0,1.0,survey,4.0,
10593,,2,6.0,1.0,1.0,survey,4.0,
10604,,2,7.0,1.0,1.0,survey,3.0,
10609,,1,6.0,2.0,2.0,survey,2.0,
10611,,1,4.0,1.0,3.0,survey,4.0,
10615,,1,2.0,1.0,2.0,survey,2.0,
10633,,1,4.0,2.0,3.0,survey,3.0,
10639,,1,1.0,2.0,3.0,survey,1.0,
10640,,1,3.0,1.0,3.0,survey,5.0,
10676,,2,4.0,2.0,1.0,survey,3.0,
10680,,1,5.0,2.0,3.0,survey,3.0,
10683,,1,7.0,1.0,1.0,survey,4.0,
10689,,2,4.0,1.0,3.0,survey,4.0,
10691,,1,5.0,1.0,1.0,survey,3.0,
10692,,2,7.0,2.0,1.0,survey,5.0,
10703,,1,5.0,1.0,3.0,survey,4.0,
10704,,2,3.0,2.0,3.0,survey,3.0,
10708,,1,4.0,2.0,3.0,survey,1.0,
10709,,2,4.0,2.0,3.0,survey,2.0,
10717,,2,4.0,1.0,3.0,survey,3.0,
10722,,2,5.0,1.0,1.0,survey,4.0,
10723,,2,6.0,1.0,1.0,survey,4.0,
10727,,1,3.0,2.0,,survey,2.0,
10730,,1,4.0,2.0,1.0,survey,2.0,
10731,,2,3.0,2.0,2.0,survey,2.0,
10732,,2,6.0,2.0,1.0,survey,5.0,
10746,,2,6.0,2.0,1.0,survey,4.0,
10760,,1,3.0,1.0,3.0,survey,4.0,
10780,,2,7.0,2.0,1.0,survey,2.0,
10784,,1,3.0,1.0,3.0,survey,3.0,
10791,,2,4.0,2.0,3.0,survey,1.0,
10798,,1,6.0,1.0,1.0,survey,4.0,
10805,,2,1.0,2.0,3.0,survey,1.0,
10813,,1,6.0,2.0,1.0,survey,1.0,
10818,,2,5.0,2.0,1.0,survey,4.0,
10837,,1,5.0,2.0,1.0,survey,4.0,
10845,,2,2.0,1.0,3.0,survey,4.0,
10847,,2,4.0,1.0,1.0,survey,3.0,
10848,,1,4.0,1.0,3.0,survey,4.0,
10851,,2,7.0,1.0,1.0,survey,4.0,
10854,,2,1.0,1.0,3.0,survey,4.0,
10860,,1,2.0,1.0,3.0,survey,2.0,
10863,,2,7.0,2.0,1.0,survey,5.0,
10866,,2,7.0,2.0,1.0,survey,4.0,
10878,,2,4.0,2.0,1.0,survey,5.0,
10890,,2,2.0,1.0,3.0,survey,4.0,
10907,,2,5.0,1.0,1.0,survey,2.0,
10909,,2,5.0,2.0,3.0,survey,4.0,
10914,,1,6.0,1.0,3.0,survey,4.0,
10915,,2,5.0,2.0,1.0,survey,4.0,
10921,,2,4.0,1.0,1.0,survey,4.0,
10931,,1,7.0,2.0,1.0,survey,3.0,
10934,,2,4.0,1.0,1.0,survey,5.0,
10938,,2,1.0,1.0,1.0,survey,3.0,
10940,,2,1.0,1.0,3.0,survey,3.0,
10946,,2,2.0,1.0,1.0,survey,3.0,
10951,,2,1.0,1.0,,survey,4.0,
10953,,1,3.0,2.0,1.0,survey,4.0,
10958,,2,4.0,2.0,3.0,survey,3.0,
10964,,2,6.0,1.0,3.0,survey,3.0,
10968,,1,4.0,2.0,1.0,survey,,
10987,,2,7.0,2.0,1.0,survey,5.0,
10996,,2,2.0,2.0,1.0,survey,2.0,
10999,,2,2.0,2.0,3.0,survey,1.0,
11004,,1,3.0,2.0,3.0,survey,4.0,
11007,,2,5.0,1.0,1.0,survey,4.0,
11012,,1,5.0,2.0,3.0,survey,2.0,
11015,,2,6.0,1.0,3.0,survey,1.0,
11032,,2,5.0,1.0,1.0,survey,5.0,
11034,,2,3.0,2.0,1.0,survey,1.0,
11040,,2,4.0,1.0,1.0,survey,4.0,
11042,,1,3.0,1.0,3.0,survey,4.0,
11044,,2,1.0,1.0,3.0,survey,3.0,
11048,,1,6.0,1.0,1.0,survey,3.0,
11054,,2,3.0,1.0,3.0,survey,5.0,
11080,,2,3.0,1.0,1.0,survey,4.0,
11081,,2,6.0,1.0,1.0,survey,5.0,
11085,,2,2.0,1.0,1.0,survey,1.0,
11097,,1,7.0,1.0,1.0,survey,4.0,
11107,,1,3.0,1.0,3.0,survey,5.0,
11113,,1,6.0,1.0,1.0,survey,4.0,
11120,,1,2.0,1.0,1.0,survey,3.0,
11126,,2,1.0,2.0,3.0,survey,3.0,
11131,,2,4.0,2.0,3.0,survey,2.0,
11133,,2,5.0,1.0,1.0,survey,1.0,
11146,,2,4.0,2.0,3.0,survey,2.0,
11149,,2,2.0,1.0,3.0,survey,3.0,
11150,,2,7.0,2.0,1.0,survey,1.0,
11158,,2,3.0,2.0,3.0,survey,1.0,
11169,,1,5.0,2.0,1.0,survey,1.0,
11181,,1,6.0,1.0,1.0,survey,3.0,
11190,,1,7.0,1.0,3.0,survey,4.0,
11195,,1,6.0,1.0,1.0,survey,,
11199,,1,5.0,1.0,1.0,survey,2.0,
11208,,2,4.0,1.0,3.0,survey,3.0,
11212,,2,4.0,1.0,3.0,survey,4.0,
11214,,2,6.0,1.0,1.0,survey,5.0,
11218,,2,5.0,2.0,1.0,survey,5.0,
11219,,2,7.0,2.0,1.0,survey,4.0,
11226,,1,6.0,1.0,1.0,survey,1.0,
11239,,2,2.0,2.0,1.0,survey,4.0,
11264,,2,1.0,2.0,3.0,survey,1.0,
11273,,1,2.0,1.0,3.0,survey,5.0,
11277,,1,5.0,2.0,1.0,survey,3.0,
11282,,1,4.0,2.0,1.0,survey,2.0,
11297,,2,2.0,2.0,3.0,survey,2.0,
11298,,2,7.0,2.0,3.0,survey,2.0,
11301,,2,3.0,2.0,1.0,survey,3.0,
11306,,2,5.0,1.0,1.0,survey,5.0,
11308,,1,3.0,1.0,1.0,survey,1.0,
11313,,1,5.0,1.0,3.0,survey,4.0,
11314,,2,5.0,1.0,1.0,survey,4.0,
11320,,1,7.0,2.0,1.0,survey,3.0,
11321,,2,2.0,1.0,3.0,survey,2.0,
11328,,2,1.0,1.0,3.0,survey,1.0,
11335,,1,5.0,1.0,3.0,survey,3.0,
11345,,1,7.0,1.0,3.0,survey,4.0,
11346,,2,4.0,1.0,3.0,survey,3.0,
11351,,2,7.0,1.0,1.0,survey,4.0,
11354,,1,5.0,1.0,3.0,survey,3.0,
11363,,1,5.0,1.0,1.0,survey,2.0,
11368,,1,7.0,2.0,2.0,survey,2.0,
11372,,2,2.0,1.0,1.0,survey,2.0,
11381,,2,6.0,1.0,3.0,survey,4.0,
11390,,2,6.0,2.0,1.0,survey,1.0,
11399,,2,6.0,2.0,1.0,survey,4.0,
11404,,2,7.0,2.0,3.0,survey,3.0,
11407,,2,5.0,1.0,1.0,survey,5.0,
11408,,2,7.0,2.0,1.0,survey,5.0,
11412,,2,5.0,2.0,1.0,survey,3.0,
11420,,2,7.0,2.0,1.0,survey,3.0,
11427,,2,2.0,2.0,1.0,survey,1.0,
11438,,1,4.0,2.0,1.0,survey,2.0,
11439,,1,6.0,1.0,1.0,survey,5.0,
11441,,1,7.0,2.0,1.0,survey,4.0,
11446,,2,6.0,2.0,1.0,survey,3.0,
11448,,2,1.0,2.0,3.0,survey,1.0,
11458,,2,7.0,2.0,1.0,survey,2.0,
11460,,2,7.0,2.0,3.0,survey,3.0,
11471,,2,1.0,1.0,1.0,survey,4.0,
11478,3.0,2,2.0,2.0,3.0,survey,1.0,3.0
11484,3.0,1,5.0,2.0,3.0,survey,2.0,3.0
11486,1.0,2,2.0,2.0,3.0,survey,2.0,1.0
11491,2.0,2,7.0,2.0,1.0,survey,5.0,2.0
11500,2.0,2,2.0,2.0,1.0,survey,5.0,3.0
11511,4.0,2,6.0,2.0,1.0,survey,1.0,2.0
11522,2.0,2,3.0,1.0,3.0,survey,2.0,1.0
11526,2.0,2,6.0,1.0,1.0,survey,1.0,2.0
11534,2.0,1,7.0,1.0,1.0,survey,5.0,2.0
11541,4.0,1,7.0,2.0,1.0,survey,3.0,2.0
